5	4
185544388080	0.833618	590
185544386989	0.384201	594
185544391167	0.097057	886
185544388433	-0.250401	596
185544397966	-0.384521	638
185544394978	-0.707611	595
185544380941	-0.440216	80
185544388195	-0.711983	82
4	4
187261680922	1.828403	868
187261678280	1.375568	601
187261682408	0.517052	871
187261681788	0.017029	604
187261678734	2.455704	97
187261678793	1.833611	329
187261679075	0.151592	353
187261697057	-0.518887	100
2	3
194719328295	1.939571	595
194719331036	1.438194	858
194719328028	3.941647	83
194719329219	2.241238	363
194719330324	1.746899	372
4	4
194928628305	3.084793	578
194928628726	2.590328	839
194928629464	0.897808	844
194928629332	0.519638	587
194928629380	4.012409	122
194928627194	3.422966	321
194928630365	1.330173	102
194928646162	-0.726677	125
2	4
204947965753	0.974483	858
204947967642	0.333450	580
204947964613	2.132774	344
204947966717	1.314533	70
204947974748	-0.270432	328
204947846191	-0.493397	357
5	4
208247253038	2.073498	858
208247254217	0.567604	605
208247254365	0.363804	608
208247255202	-0.067638	862
208247255805	-0.076256	863
208247253101	2.718906	379
208247252582	1.949947	75
208247254054	1.298168	382
208247257488	-0.034588	66
3	7
226944587048	2.149910	612
226944587079	1.150337	863
226944590043	0.610233	843
226944587514	1.609268	359
226944588283	1.349815	75
226944592590	0.691181	324
226944590322	-0.057423	361
226944590797	-0.500813	95
226944598651	-0.679863	100
226944633402	-1.001003	335
3	4
227658306483	1.631542	880
227658306403	1.483070	580
227658316657	-0.689034	589
227658308987	1.312267	367
227658308192	1.249569	71
227658308625	0.795544	85
227658309198	0.633396	368
6	6
238804720756	2.286930	605
238804720521	1.894764	608
238804721249	1.286449	846
238804722124	1.029408	852
238804739824	-0.570641	603
238804735155	-0.626472	604
238804717620	4.853222	320
238804719216	2.918198	330
238804718158	1.832554	345
238804721173	1.802368	122
238804719826	1.704582	102
238804719541	0.955757	321
3	4
247309400055	2.331268	630
247309399562	1.012310	862
247309400199	0.750954	863
247309402652	2.135303	119
247309403209	1.491570	124
247309401376	1.263500	332
247309406966	-0.421040	327
2	4
247851054028	1.626766	630
247851053940	1.223640	631
247851057425	1.990345	101
247851056217	1.454575	358
247851058106	0.649635	99
247851058140	-0.485699	354
4	3
249631138021	1.230808	591
249631138179	1.174519	863
249631138347	0.824558	843
249631153932	-0.932884	862
249631136623	3.492847	359
249631139029	3.046581	66
249631139284	0.427288	70
4	4
251509375551	2.212574	886
251509377686	1.230732	602
251509377653	0.697384	606
251509380954	0.132477	883
251509377898	2.462364	77
251509377562	0.776760	367
251509378980	0.590107	368
251509380026	0.162041	91
2	2
253718099332	-0.187973	586
253718069619	-0.390526	867
253718124992	-0.714005	373
253718061577	-0.719341	371
3	5
256991079211	1.254478	579
256991078813	1.082684	836
256991079152	0.308945	845
256991077759	1.478653	345
256991079659	1.388775	92
256991079696	0.340622	348
256991081115	0.167442	89
256991097932	-0.963631	90
2	2
269908276580	-0.468956	591
269908267075	-0.497139	623
269908271706	-0.305435	379
269908271022	-0.902576	102
5	4
295179985171	0.943439	862
295179986229	0.766453	863
295179991346	-0.042999	627
295179989833	-0.225670	843
295179996450	-0.460934	631
295179987917	3.339645	332
295179990362	1.719204	120
295179992327	1.044384	117
295180013879	-0.364079	323
4	3
307162516745	2.568882	837
307162517128	1.090324	608
307162518151	0.425167	605
307162521335	0.161072	846
307162515731	3.311878	321
307162516030	1.253834	97
307162517484	0.758354	100
4	3
312536312304	2.126595	862
312536314042	0.652267	611
312536314369	0.450356	863
312536314525	-0.073189	610
312536315588	1.153244	120
312536312410	0.699867	348
312536313278	0.594090	345
2	5
323933471410	-0.152077	627
323933493309	-0.805714	588
323933462585	5.620506	371
323933463489	4.682648	106
323933463900	3.232677	115
323933468123	0.411526	362
323933468029	0.228054	374
4	2
325428829997	2.088356	576
325428829509	1.564846	853
325428830953	0.038429	592
325428831869	-0.043247	854
325428829758	-0.306900	322
325428834979	-1.338638	112
4	4
326970990948	0.741814	837
326970988874	0.687382	604
326970989217	0.567604	605
326970992621	0.561962	846
326970987547	2.129551	341
326970989715	0.850136	96
326971062965	-0.735332	355
326970992461	-0.748302	91
5	2
349347767026	1.155338	838
349347766336	1.036797	600
349347767156	0.268665	847
349347769219	0.100323	584
349347783990	-0.149899	894
349347765082	1.633694	364
349347766671	0.485111	367
4	3
355349358493	1.421028	585
355349358515	1.217705	834
355349360283	0.073231	609
355349360222	-0.328278	843
355349357279	2.150482	346
355349360394	0.973537	103
355349361749	0.256870	105
4	6
358738194274	1.957821	579
358738194637	1.957413	895
358738194573	1.030876	888
358738195197	0.244644	588
358738193015	1.888130	92
358738193077	1.539379	89
358738193228	1.536957	367
358738193977	1.484554	368
358738195890	0.892998	364
358738195091	-0.370266	93
5	5
362151806931	2.125137	884
362151805649	1.869377	612
362151808410	0.139759	885
362151807922	-0.101902	609
362151827712	-0.964413	615
362151805602	1.816311	113
362151805159	1.517502	378
362151806608	0.852303	109
362151806502	0.516899	358
362151816323	-0.888809	121
3	5
365423171792	2.411686	876
365423173020	1.147057	623
365423172734	0.533131	620
365423176059	1.774776	116
365423174829	1.123974	372
365423175230	0.349689	373
365423176231	0.018490	107
365423189156	-0.606796	363
2	4
365459270092	2.132225	593
365459272358	0.711285	594
365459269717	1.946358	376
365459268777	1.257683	92
365459271022	1.199604	373
365459270503	0.571224	89
4	3
370563293694	1.343376	591
370563293279	1.096584	876
370563293610	0.665535	617
370563295692	0.290913	879
370563296252	1.159344	374
370563295601	0.873653	380
370563295241	0.846218	95
3	3
372260460607	1.747166	872
372260461331	1.163189	587
372260462834	0.785088	882
372260462270	2.010303	382
372260462431	1.824535	66
372260465610	-0.513474	70
3	3
407187303856	2.191776	848
407187307747	1.120956	634
407187307403	0.439407	614
407187306226	2.057938	125
407187304403	1.222157	344
407187303319	1.024574	328
3	3
410997662522	2.118740	616
410997666214	0.469509	626
410997667300	-0.348320	878
410997668107	1.197350	341
410997688252	-0.791889	125
410997684301	-1.153606	110
4	3
414578488850	1.571274	838
414578490885	1.075054	629
414578491571	1.040966	628
414578492157	-0.184399	834
414578490084	3.359024	119
414578487614	1.955116	346
414578490582	1.289585	118
2	2
426390188875	-0.586239	868
426390242564	-0.675713	622
426390137036	-0.150963	333
426390053359	-0.475002	373
2	2
426508007809	-0.264664	639
426508016264	-0.656521	614
426508004738	-0.183254	330
426508022146	-0.882607	66
4	6
436606739462	2.351295	841
436606739148	2.265976	894
436606739770	1.820152	624
436606743895	0.623753	639
436606743698	3.375702	109
436606743838	2.284046	321
436606742827	1.812511	333
436606744000	0.835274	323
436606742993	0.047443	347
436606764269	-1.160545	110
4	3
437247115398	2.356281	856
437247118088	2.097485	633
437247118342	0.805248	625
437247132265	-0.527454	858
437247118819	2.383984	107
437247117718	2.298676	332
437247122208	-0.146492	110
2	5
446602961819	0.771389	856
446602965544	-0.076023	858
446602960457	2.406250	360
446602964792	1.347012	64
446602963173	1.243660	74
446602962322	1.017536	370
446602969366	-0.887783	335
2	2
449114255115	-0.466671	607
449114270045	-0.813667	606
449114252019	-0.463730	366
449114256739	-0.973820	75
4	5
450020540346	2.159000	869
450020540002	1.906326	588
450020540756	1.244980	579
450020541161	0.597679	867
450020541690	3.030720	378
450020541912	1.897583	381
450020541844	1.664932	84
450020541883	1.222050	87
450020544374	0.125546	78
4	4
459926830163	1.137066	617
459926830610	1.131618	871
459926831373	0.563702	591
459926655971	-0.335003	846
459926832921	1.974403	335
459926832880	0.672276	96
459926833665	0.518593	93
459926837535	-0.453903	326
5	4
464833478208	2.704445	881
464833478301	1.264458	586
464833481408	0.431553	576
464833488029	-0.292011	877
464833399115	-0.746284	595
464833479338	2.858143	359
464833481216	1.787037	86
464833482871	-0.155834	361
464833486849	-0.507351	83
4	4
465914866838	1.353970	883
465914867076	0.966309	612
465914868208	0.518055	615
465914870402	0.354496	874
465914868344	3.390030	375
465914868303	0.711025	94
465914872711	-0.081211	90
465914879210	-0.691677	380
6	3
472511359539	1.777924	611
472511359753	1.701603	838
472511363062	0.042248	847
472511379683	0.014481	891
472511362609	-0.592121	610
472511369373	-0.761417	834
472511361495	1.618427	324
472511363122	1.211296	104
472511362211	0.803593	101
4	3
481280628771	1.887218	891
481280630053	0.759884	607
481280630004	0.249840	587
481280634055	-0.252274	894
481280629643	1.329468	103
481280629817	0.777496	356
481280629320	-0.249950	353
2	2
484705019176	-0.256359	858
484705028820	-0.821182	843
484705019926	0.855850	338
484705020663	0.072117	106
4	5
486209830502	2.066612	854
486209832742	1.420200	591
486209832004	0.907074	851
486209833745	0.373852	617
486209831815	2.256367	123
486209828650	1.720226	350
486209832466	0.596684	126
486209831006	0.595695	346
486209846677	-1.258720	114
4	3
489220839308	1.677727	861
489220839939	0.805416	609
489220839411	0.553188	585
489220842251	-0.459641	860
489220840833	2.282318	66
489220841111	0.752304	348
489220842072	0.622459	345
4	3
491234777479	1.651981	838
491234778219	0.973019	847
491234778057	0.640553	603
491234778659	0.514076	608
491234780103	1.787815	65
491234777788	1.036602	351
491234780150	1.007896	331
2	2
496515276744	-0.435806	844
496515224339	-0.543884	586
496515284169	-1.060017	336
496515282064	-1.477871	86
2	2
511479827767	-0.532139	591
511479805924	-0.698528	859
511479777446	0.284946	374
511479852783	-0.009083	325
4	4
530097244054	-0.531197	589
530097252649	-0.801147	608
530097249433	-0.945427	601
530097252317	-1.061039	594
530097236390	2.000217	380
530097236098	0.947769	91
530097234844	0.108158	77
530097262824	-0.506191	375
4	3
538648228973	1.912483	610
538648229801	1.494038	835
538648229791	0.986191	833
538648245896	-0.627007	611
538648231150	2.149345	127
538648229395	1.706406	332
538648229249	0.937859	323
2	3
548522654473	-0.070103	871
548522653450	-0.383850	637
548522643564	-0.464008	107
548522648549	-0.851440	373
548522659528	-1.286980	113
4	3
558415644256	1.365719	839
558415643921	0.790749	853
558415644588	0.600063	605
558415647804	-0.782452	604
558415645390	1.368050	320
558415647113	1.244247	65
558415645479	-0.471123	336
4	4
559353136377	1.374866	579
559353135964	1.055836	855
559353136142	0.747921	849
559353138692	0.495197	577
559353134559	2.032791	92
559353134439	1.830868	350
559353136243	1.128792	346
559353152492	-0.857998	90
4	5
561144173514	1.955498	894
561144175400	1.761280	637
561144176985	0.329876	633
561144176482	0.215382	891
561144174646	1.758007	109
561144174103	0.950085	357
561144174460	0.439453	355
561144175398	-0.012550	113
561144186884	-1.282909	112
3	4
565120801548	2.482327	631
565120799265	1.690151	872
565120800999	-0.032055	869
565120803755	1.871731	124
565120800929	1.375874	346
565120805357	1.152157	119
565120801920	1.105824	344
4	3
565581531161	1.448235	869
565581531168	0.601551	595
565581532488	0.535721	598
565581532810	0.469654	872
565581533571	1.679306	74
565581531844	1.556904	383
565581532744	0.508492	368
2	5
570111200188	2.570786	636
570111208704	-0.492168	870
570111198883	2.226116	106
570111197534	2.160450	366
570111198061	0.452412	378
570111202198	-0.176868	108
570111209676	-1.175922	124
4	4
573755049487	0.551952	850
573755050303	0.122227	581
573754896798	-0.480175	890
573755054692	-0.642895	590
573755049129	1.836433	338
573755049540	0.642914	87
573755055394	-0.532532	81
573755069726	-0.550865	356
3	4
576381179052	2.341347	890
576381178993	1.007164	577
576381179028	0.899902	579
576381181062	1.630405	71
576381179992	0.682354	353
576381180666	0.368347	356
576381205599	-1.344696	91
4	3
579104551157	4.083267	615
579104553585	1.804230	883
579104552831	0.793941	617
579104553592	0.587414	886
579104552085	1.882004	375
579104553015	1.346527	101
579104552271	-0.317169	104
4	4
584602833348	1.241112	862
584602835853	1.122540	638
584602836320	0.404285	863
584602839120	0.312199	635
584602833348	1.486866	344
584602836091	1.007271	73
584602835915	0.415257	328
584602836722	-0.382832	97
4	3
591707544652	0.754768	594
591707545276	0.332794	861
591707544752	0.249275	593
591707545909	-0.088596	860
591707545377	2.097115	78
591707544704	0.973221	321
591707547093	-0.228836	69
4	4
598592541595	1.168808	884
598592540572	0.771015	885
598592540409	0.608601	579
598592541396	0.339470	577
598592542539	1.788567	65
598592541836	0.634514	358
598592540991	0.528759	378
598592543166	-0.603222	89
2	2
599086407864	-0.086895	627
599086417161	-0.176723	888
599086411065	-0.371277	381
599086416027	-0.870258	354
2	6
618305787229	-1.103199	589
618305794923	-1.161613	604
618305764010	3.677029	83
618305763904	2.833668	86
618305765094	2.010872	383
618305767474	0.627090	376
618305765152	0.557087	367
618305765274	0.413876	368
4	4
624301018745	1.648937	895
624301017585	0.786175	598
624301017799	0.102909	597
624301036032	-0.450356	880
624301016460	1.216011	68
624301016450	1.175056	367
624301016940	0.108032	72
624301019521	0.018959	364
6	2
627425972780	2.872986	638
627425972977	2.555958	626
627425971761	1.322372	861
627425974153	0.811676	635
627425974306	-0.408546	860
627425987071	-0.600727	843
627425975491	-0.182560	104
627425980438	-0.331562	65
3	4
645502502156	1.752697	595
645502502522	1.584545	598
645502501378	0.829002	844
645502502941	0.725952	321
645502503385	0.166603	83
645502503003	0.143810	345
645502504553	0.061771	86
4	4
646039056655	1.407101	862
646039056915	1.116508	863
646039057208	0.633308	597
646039058759	0.221783	583
646039057242	1.502941	352
646039060085	0.675350	67
646039059426	0.565193	349
646039060784	0.467129	76
3	2
661903900749	3.205338	628
661903900396	1.836044	893
661903902425	1.165455	629
661903904803	0.149818	379
661903904238	-0.480942	354
5	3
677054425661	1.948357	843
677054426120	1.261627	598
677054431561	0.073425	863
677054430670	-0.308968	834
677054429747	-0.735722	597
677054425459	2.522301	349
677054426453	1.846241	89
677054429696	0.690033	65
3	4
677302831056	0.806980	603
677302831884	0.728703	863
677302830965	0.531490	862
677302833309	2.539307	91
677302832133	2.483616	341
677302835936	-0.102936	77
677302835320	-0.479927	96
3	4
687892108355	1.267368	835
687892111307	0.454952	578
687892111980	0.350491	844
687892111684	2.468933	325
687892113051	0.876511	67
687892113796	0.696724	76
687892117983	0.062340	334
4	3
692031372343	1.398354	860
692031372833	0.761696	582
692031377424	0.060200	857
692031384358	-0.557140	591
692031373087	1.791325	341
692031374340	0.619438	94
692031388075	-0.402683	342
4	2
694651133516	2.020439	890
694651131467	1.408482	582
694651133879	0.803764	578
694651137628	-0.529202	870
694651131273	1.715794	368
694651132800	1.255920	94
5	12
697123412512	5.506794	836
697123414064	2.164429	638
697123413621	1.258904	612
697123413902	0.841690	585
697123416034	-0.292603	609
697123412496	4.046356	345
697123411529	2.594303	339
697123414618	2.159164	124
697123411237	1.818214	348
697123414690	1.563877	119
697123413331	1.139793	341
697123412298	1.032768	349
697123414709	0.992569	327
697123412858	0.927399	336
697123415120	0.898888	102
697123414504	0.699638	104
697123414394	0.623829	101
5	3
697788528041	3.291805	892
697788530489	0.706451	887
697788528806	0.420403	598
697788529800	-0.014675	595
697788541174	-0.807968	592
697788530060	1.747013	83
697788529262	1.410896	368
697788529750	0.173977	367
4	5
703279248440	1.552650	847
703279248827	0.954830	599
703279248687	0.137100	593
703279257833	-0.397282	873
703279247931	1.329929	355
703279248701	1.048027	84
703279249537	0.149220	87
703279250291	-0.355057	357
703279259490	-1.282619	354
3	3
709577893211	0.502674	618
709577892208	0.214195	620
709577891274	-0.383434	892
709577891123	2.036098	375
709577891745	0.473957	115
709577892591	0.267750	106
4	4
720798983082	1.853661	868
720798983311	1.150253	613
720798983397	0.601158	865
720798985996	-0.174751	611
720798982514	1.143002	329
720798985161	0.967247	104
720798986180	-0.031719	114
720798984636	-0.340088	353
4	3
721553479787	2.112923	838
721553479888	1.476223	603
721553479673	0.371941	834
721553491356	-0.684086	608
721553481812	2.607666	331
721553482803	1.819519	74
721553483949	-0.012650	69
4	4
726908206763	1.184395	639
726908204508	0.942055	843
726908205377	0.645294	834
726908206862	0.463623	624
726908206309	3.465828	113
726908209497	1.264168	121
726908206402	0.943047	346
726908206164	0.683891	350
5	3
734640661441	2.169437	638
734640660428	1.866852	585
734640659823	1.621132	845
734640663562	0.422176	836
734640679853	-0.529499	635
734640660320	1.569332	100
734640660666	1.255245	356
734640661657	0.177364	359
5	6
760318535591	1.892529	844
760318535622	0.710121	585
760318536364	0.345585	609
760318556533	-0.099388	839
760318575739	-0.265583	882
760318535920	1.790886	339
760318536955	1.660275	122
760318534820	1.278313	336
760318537856	0.855858	125
760318538295	0.726681	102
760318539551	0.174965	121
3	3
765478644470	1.595512	638
765478642104	1.075432	850
765478646999	-0.553596	849
765478642395	1.966911	340
765478643198	0.760365	98
765478650475	-0.825092	99
4	2
765505011628	1.569485	585
765505011874	1.488728	843
765505013849	0.797283	834
765505015585	0.636627	638
765505011389	2.889030	331
765505012322	2.389713	98
4	5
767887135392	1.296314	835
767887136961	0.975922	637
767887135657	0.843876	833
767887137149	0.628906	633
767887132031	1.701099	352
767887137671	0.740059	127
767887135832	0.718842	112
767887158760	-0.507519	102
767887142171	-1.464344	347
5	5
778872723544	1.266537	849
778872724525	0.978180	618
778872723945	0.748524	620
778872724123	0.217747	855
778872802342	-0.679543	623
778872723209	2.167717	341
778872725155	0.817169	108
778872724867	0.337147	111
778872724393	-0.030003	327
778872728588	-0.675232	342
4	4
782979090324	2.248722	624
782979090619	1.678501	843
782979091040	0.582302	834
782979093343	0.037426	639
782979093097	2.326176	98
782979091593	1.590580	346
782979096078	0.279507	344
782979094980	-0.546783	102
3	4
792166685264	1.494411	576
792166684320	1.220253	872
792166687441	0.025421	869
792166684119	3.031750	67
792166684929	1.113712	358
792166684905	1.097214	76
792166685688	-0.004211	354
5	4
797660023999	1.666389	882
797660024151	1.415016	891
797660023074	1.372086	623
797660023979	0.998848	620
797660041830	-0.895248	872
797660026341	3.612843	122
797660024093	1.796085	335
797660028579	0.881832	125
797660026787	-0.338840	361
4	4
799619269501	1.157677	858
799619270900	0.584675	862
799619270313	0.472527	592
799619271664	0.227486	595
799619271025	1.416962	74
799619269613	0.881634	326
799619270694	0.609074	335
799619293510	-0.684132	64
2	2
809744587550	1.737370	578
809744591958	-0.303871	877
809744589234	1.393002	66
809744590656	0.155212	75
3	2
810212379997	1.804794	837
810212381536	1.280453	635
810212381563	1.009296	638
810212380405	1.074345	104
810212380651	0.685230	340
3	4
811994308018	1.198311	850
811994308350	0.400917	609
811994309466	0.299747	612
811994309050	1.459877	70
811994309319	1.357620	79
811994309044	0.975574	320
811994309542	0.410145	336
2	2
815602266702	-0.206707	591
815602395292	-0.989994	614
815602251670	-0.422188	359
815602349744	-0.896523	357
2	3
820280222687	1.507908	893
820280222067	0.558353	598
820280220593	1.856232	92
820280222370	0.602615	366
820280223639	0.030754	365
4	4
826459653573	3.397202	619
826459653099	1.929810	842
826459660467	0.118908	628
826459655680	-0.021328	837
826459653719	1.788116	98
826459652891	1.077953	347
826459655793	0.570221	352
826459656563	-0.483730	102
2	4
826486420273	2.261234	838
826486421950	1.278694	580
826486423629	2.040527	335
826486425696	1.048473	84
826486426475	0.261227	326
826486426598	0.181988	78
2	2
833102168443	-0.432560	612
833102196483	-0.780167	615
833102169733	-0.606186	101
833102177470	-0.899929	357
3	3
835047591282	3.524258	869
835047592299	1.940086	584
835047592759	0.928955	872
835047593698	1.618629	83
835047594395	1.369659	355
835047593575	1.277699	86
4	3
839949945676	3.367195	859
839949947522	1.323582	598
839949950718	0.235859	845
839949949454	-0.003590	597
839949948671	2.616039	338
839949949467	0.568584	337
839950102371	-0.459137	341
3	4
851042619093	1.795006	836
851042618471	1.013554	595
851042618775	0.325916	598
851042619345	1.506531	76
851042619240	1.085228	344
851042618641	1.000492	328
851042621698	0.330410	71
4	3
869234730499	1.544514	590
869234730111	0.939751	858
869234729809	0.743462	862
869234731147	-0.210072	596
869234731647	2.257927	82
869234729444	0.840164	351
869234732350	0.288143	331
3	3
876572056983	2.103073	856
876572057868	0.613220	604
876572060518	-0.295582	605
876572059779	1.303047	65
876572058102	1.038532	350
876572057905	0.834892	351
5	4
887905053824	1.501823	865
887905055471	1.049774	582
887905054716	0.822376	591
887905057486	0.662514	868
887904869849	-0.543156	877
887905054808	2.319115	322
887905054979	1.562935	101
887905055431	0.767136	331
887905056174	0.545589	104
5	7
897627594487	4.317524	602
897627596926	2.619621	894
897627599540	0.812534	891
897627599482	0.008305	600
897627598800	-0.069618	607
897627593951	1.874462	362
897627595940	1.241501	371
897627595177	1.222385	373
897627594672	0.812298	105
897627594783	0.512791	103
897627596837	-0.096893	372
897627612376	-0.555397	79
2	2
912177922320	2.724918	883
912177922807	0.586128	876
912177924194	3.120430	100
912177923454	1.616383	343
3	5
923739773469	1.334385	870
923739773078	1.205448	616
923739774563	-0.439060	613
923739773617	1.334263	98
923739772961	0.784981	378
923739775256	0.642326	102
923739774705	0.278477	381
923739788938	-0.586586	358
4	3
939960607903	1.533001	845
939960607737	1.334274	610
939960609411	0.790550	836
939960610428	-0.063057	611
939960606059	3.809784	326
939960606436	2.684902	106
939960609327	0.095791	108
4	4
941024871318	3.719704	623
941024870775	2.513760	838
941024873712	-0.096939	834
941024879595	-0.571354	620
941024873062	2.404026	378
941024873067	2.400890	381
941024873713	2.255756	99
941024890650	-0.527782	377
2	4
948417816138	2.487499	883
948417814079	0.994617	604
948417815534	2.215427	73
948417814704	1.863342	364
948417815635	1.437893	126
948417814815	0.737053	367
4	3
957313203117	1.587658	889
957313202335	1.509682	610
957313203043	0.652119	893
957313220530	-0.459290	890
957313202382	2.530586	99
957313202462	2.110718	381
957313209336	-0.820248	98
5	3
959207810639	3.389320	875
959207812631	2.740295	635
959207809796	2.028660	877
959207812981	1.075821	638
959207826737	-0.796947	878
959207814901	1.998932	66
959207813963	1.116108	382
959207816114	0.246616	75
4	4
963696552621	4.827068	637
963696553256	1.669872	890
963696554341	1.264763	633
963696554484	-0.579052	870
963696552854	2.559963	98
963696553811	0.546494	354
963696556624	0.397236	358
963696555397	0.387142	102
2	5
979759480351	2.062496	891
979759479484	1.674911	638
979759478280	2.258648	110
979759478355	1.509640	370
979759480374	0.095463	107
979759485393	-0.369884	379
979759492158	-0.683681	360
4	7
981593404368	2.164970	875
981593405047	1.654263	581
981593403465	0.910873	590
981593419111	-0.575237	878
981593401826	2.767887	368
981593402129	1.833908	88
981593404191	1.022671	126
981593402209	1.015617	90
981593403957	0.750515	367
981593421456	-0.479416	123
981593422356	-1.108070	94
7	7
986111869034	4.001148	639
986111867889	3.908825	624
986111869763	1.951263	623
986111868735	1.584518	872
986111869679	1.090523	869
986111887218	-0.212303	633
986111872800	-0.407093	620
986111869871	3.662079	109
986111869839	2.293518	372
986111870803	1.746578	370
986111871155	0.539379	110
986111870331	-0.010334	363
986111900571	-0.354576	126
986111876163	-0.535969	360
2	4
988197162893	1.772095	615
988197163290	1.174263	845
988197162161	2.061657	346
988197164052	1.591946	66
988197164344	0.847992	75
988197168995	0.076984	344
4	3
992326497579	1.652851	880
992326497264	0.964973	609
992326497746	0.850639	585
992326502970	-0.432011	879
992326499612	4.084366	126
992326499260	2.698021	73
992326498291	0.272812	365
3	5
995858524866	3.340309	841
995858526928	2.939747	629
995858527561	1.152481	894
995858529756	2.785442	101
995858529722	1.006275	324
995858530262	0.684723	328
995858350535	-0.338886	331
995858533163	-0.360561	99
4	4
1004078454993	2.547081	877
1004078455808	2.470097	625
1004078458825	0.814430	633
1004078458298	0.551647	878
1004078457388	3.739746	374
1004078457835	2.107075	79
1004078460600	0.382973	105
1004078464664	-0.305489	371
4	4
1029890746855	1.259491	580
1029890745843	1.223328	848
1029890747129	0.286186	851
1029890747218	0.148071	584
1029890747566	1.648792	325
1029890747311	0.790367	79
1029890748639	0.426643	330
1029890748433	0.256821	70
11	4
1030150443471	6.007858	633
1030150444454	4.330345	637
1030150444877	2.685310	891
1030150447293	2.684170	635
1030150443002	2.435005	871
1030150445183	1.920158	638
1030150443004	1.185719	621
1030150443050	1.016220	622
1030150444301	0.504875	873
1030150447586	0.336544	894
1030150463635	-0.650787	625
1030150444674	2.328312	126
1030150445646	1.509819	373
1030150442959	1.125679	368
1030150447174	0.866508	376
2	2
1042337920566	0.401863	861
1042337929364	-1.023052	603
1042337933351	-0.138317	341
1042337930060	-0.460205	126
3	4
1049245946857	2.833145	626
1049245945667	1.748459	864
1049245945228	0.385700	861
1049245946331	1.466053	332
1049245949853	0.806023	323
1049245948598	0.533569	99
1049245948097	-0.052433	98
8	4
1055324044272	4.052479	639
1055324043783	3.908703	893
1055324044747	3.364307	627
1055324043161	2.643585	870
1055324044306	1.718903	889
1055324045561	1.317154	620
1055324045739	0.740681	867
1055324059618	-0.482250	839
1055324048270	3.471111	124
1055324046126	2.481197	324
1055324048378	1.846935	119
1055324045945	0.918468	328
5	8
1065695939433	2.428158	837
1065695940163	1.818844	588
1065695940521	1.231411	583
1065695943204	-0.065853	842
1065695954925	-0.451408	579
1065695940093	2.006836	339
1065695939589	1.449936	330
1065695941865	0.776291	67
1065695940984	0.664715	89
1065695939145	0.644657	92
1065695940997	0.495346	325
1065695943721	0.368103	65
1065695956472	-1.176899	90
4	6
1069201986474	1.852707	598
1069201988970	0.940193	866
1069201987260	0.660378	870
1069201987583	0.466564	595
1069201987208	1.114792	366
1069201986920	0.611969	354
1069201988020	0.433445	89
1069201987477	0.298038	355
1069201989138	-0.658508	365
1069202002463	-0.754513	88
3	4
1074763844377	2.340679	886
1074763845542	2.319336	579
1074763845974	1.704639	883
1074763847330	2.686962	77
1074763846957	1.225563	360
1074763849315	-0.180962	370
1074763847552	-0.321205	357
3	5
1082732194356	2.377068	853
1082732195790	1.757576	629
1082732198090	0.863091	632
1082732196798	2.405682	98
1082732195190	1.863029	359
1082732195038	1.771072	346
1082732196156	1.124229	350
1082732199375	0.017174	102
4	5
1099515523366	1.447910	893
1099515524215	1.018944	889
1099515522261	0.681984	583
1099515527510	-0.452599	588
1099515522883	1.995564	68
1099515523871	1.435333	378
1099515524219	0.254028	381
