4	3
10013283192525	2.869999	375
10013283191772	1.114021	90
10013283203770	-0.732693	88
10013283207866	-1.677631	94
4	4
10044981460464	1.959949	845
10044981461486	1.064724	602
10044981462193	0.587433	606
10044981463587	0.023148	836
10044981461018	2.389702	361
10044981462002	2.284069	85
10044981463642	0.421978	71
10044981463092	-0.260292	335
4	4
10048540670604	1.197411	889
10048540669831	1.132858	893
10048540668948	1.104019	615
10048540677807	-0.372250	612
10048540668148	1.632259	70
10048540669735	0.894234	66
10048540669219	0.752666	363
10048540669235	0.584114	372
4	4
10057864596334	1.097645	887
10057864595496	0.339935	597
10057864597490	-0.020168	583
10057864600138	-0.224594	892
10057864596646	1.516865	86
10057864597863	1.323898	383
10057864598294	0.523727	83
10057864598688	0.431973	376
4	3
10058787836260	1.150085	849
10058787836823	0.654480	607
10058787837017	0.334469	606
10058787840424	0.133724	855
10058787836628	2.115307	332
10058787839137	0.957317	91
10058787838181	0.358677	96
2	4
10059008898895	1.942574	845
10059008898627	0.981441	609
10059008900103	2.725578	102
10059008897330	2.089203	324
10059008900128	1.259186	122
10059008900459	0.815105	328
2	2
10061472723937	0.960197	837
10061472723318	0.949245	596
10061472724556	0.756191	87
10061472724412	0.609261	343
4	5
10064458548595	1.495121	883
10064458549260	1.408390	582
10064458549105	0.847443	578
10064458549073	0.682957	874
10064458551071	1.096458	363
10064458549758	1.022911	366
10064458550809	0.788307	75
10064458552146	0.402950	66
10064458557681	-0.866749	70
12	5
10064697695437	-0.177479	578
10064697658641	-0.311150	590
10064697654299	-0.357784	587
10064697681631	-0.417725	635
10064697663147	-0.437050	613
10064697661527	-0.520374	581
10064697658366	-0.528294	604
10064697664651	-0.684795	610
10064697665497	-0.754467	596
10064697659997	-0.831562	585
10064697661251	-0.851177	605
10064697677604	-0.857235	593
10064697659346	6.207333	107
10064697658180	3.247318	335
10064697657444	2.998833	326
10064697687854	-0.239414	359
10064697672917	-0.787460	116
2	2
10069902399788	-0.443584	576
10069902392039	-0.480469	586
10069902386552	-0.210930	91
10069902378516	-0.339108	359
4	2
10073610166538	2.388920	865
10073610167254	1.526875	586
10073610172446	-0.320290	581
10073610174981	-0.348915	841
10073610166103	1.788994	363
10073610165316	1.522541	86
3	4
10075585627379	2.315781	629
10075585626617	2.191616	846
10075585642602	-0.203686	628
10075585625764	1.779263	342
10075585627241	1.033531	111
10075585626855	0.617104	112
10075585630890	0.114265	339
6	5
10076176913304	3.654770	857
10076176914127	2.933956	580
10076176915522	0.822197	860
10076176920145	-0.476479	878
10076176947144	-0.771671	855
10076176932670	-1.054783	589
10076176912568	3.703495	349
10076176915058	2.232990	94
10076176923834	-0.043018	348
10076176917578	-0.052078	95
10076176930879	-1.306705	97
4	4
10082942341708	1.929504	881
10082942344160	0.490421	598
10082942342961	0.323704	595
10082942346299	-0.049515	877
10082942342959	2.154663	383
10082942342339	0.516460	83
10082942343947	0.491268	368
10082942343382	0.428047	80
4	3
10095027646861	1.376877	585
10095027648073	1.015099	893
10095027648031	0.698483	638
10095027648863	0.553696	889
10095027649723	0.964409	358
10095027650096	0.857136	100
10095027648843	0.727074	97
4	4
10110445398417	1.561977	881
10110445397712	1.045795	604
10110445398994	0.105148	877
10110445398028	-0.028553	601
10110445399551	1.124596	67
10110445398179	1.123802	364
10110445401565	0.183239	71
10110445399630	-0.081734	65
3	2
10110456853499	0.091980	890
10110456863018	-0.784451	601
10110456854070	-0.836369	884
10110456855900	-0.994270	75
10110456866194	-1.207554	94
4	5
10112183499531	2.471779	625
10112183498490	1.992107	856
10112183501185	0.454006	858
10112183500962	0.329086	621
10112183499522	5.312344	117
10112183499975	3.335777	116
10112183498516	1.917446	359
10112183497732	1.345470	361
10112183500841	0.342781	120
4	5
10121341787222	1.653805	872
10121341787794	0.799549	608
10121341787853	0.142357	605
10121341788931	-0.445515	869
10121341787673	2.549877	379
10121341786826	1.924843	70
10121341787522	1.588028	370
10121341788571	1.134239	66
10121341789283	0.027126	75
4	5
10123669825588	2.717411	605
10123669827585	1.510338	886
10123669829504	0.287437	887
10123669836322	-0.732052	608
10123669825443	-0.105160	75
10123669835999	-0.817322	68
10123669840423	-0.886520	88
10123669828740	-1.042110	91
10123669844458	-1.074306	85
4	4
10151738630990	3.597248	609
10151738647979	-0.477840	635
10151738640513	-0.558441	638
10151738642048	-0.762550	612
10151738637271	2.941124	87
10151738637731	1.821075	377
10151738639038	1.443901	81
10151738637309	1.068569	369
5	2
10158288959521	1.282040	864
10158288958402	1.216911	592
10158288960641	0.935230	836
10158288960085	0.385433	595
10158288960396	0.073696	840
10158288958369	3.245853	333
10158288961273	0.156132	324
5	2
10162153007446	2.016098	850
10162153008107	1.395428	849
10162153007683	0.486309	605
10162153008423	0.098457	608
10162153028645	-0.023781	841
10162153007654	1.373940	320
10162153027399	-1.617085	72
3	4
10164601673622	1.857338	841
10164601674523	1.769791	633
10164601677979	0.279457	894
10164601673691	1.964058	382
10164601674201	1.493534	127
10164601676656	0.275112	120
10164601676428	0.020573	329
4	4
10166441641600	1.500370	619
10166441642161	1.318642	622
10166441641466	1.025070	849
10166441645003	-0.512848	850
10166441641955	2.022938	117
10166441640405	1.168869	342
10166441640770	1.063236	339
10166441643984	0.006363	120
3	4
10174692519911	3.045704	608
10174692520629	0.989902	854
10174692520898	-0.149242	853
10174692523341	1.684544	83
10174692523608	1.091316	330
10174692523058	1.070389	86
10174692523539	1.064453	320
5	2
10177949697573	1.983501	588
10177949697884	1.613022	849
10177949697656	1.358109	850
10177949698271	1.088356	579
10177949712162	-0.297451	583
10177949698696	2.106327	330
10177949699168	1.036041	325
4	3
10186961561028	2.929565	621
10186961562555	1.747959	876
10186961561740	1.135139	625
10186961562691	0.265099	879
10186961561086	5.010029	364
10186961562165	1.208427	367
10186961576032	-0.194935	362
4	4
10197270118164	1.635044	860
10197270117849	0.899403	613
10197270125246	-0.128681	857
10197270130915	-0.313580	611
10197270117573	2.145752	323
10197270117171	1.502117	102
10197270118363	1.335598	122
10197270117657	1.012867	332
3	3
10207508096233	2.807106	622
10207508095333	1.250191	856
10207508096914	-0.154419	840
10207508097313	3.015789	122
10207508096553	1.267094	329
10207508094748	0.841305	353
4	5
10207670688097	2.663601	833
10207670688859	1.015274	585
10207670690857	0.820312	857
10207670690149	0.550732	638
10207670689409	3.458557	102
10207670689439	2.494587	325
10207670689665	1.222591	334
10207670692113	0.864170	122
10207670723084	-0.602577	125
2	3
10219388790041	1.177654	596
10219388790053	0.775085	599
10219388790594	1.579189	87
10219388790631	0.491573	321
10219388792371	0.155167	323
4	3
10235717037333	2.395119	891
10235717038192	0.831028	615
10235717039260	0.436333	882
10235717037812	0.362530	617
10235717037567	2.535275	335
10235717038410	0.872227	105
10235717040581	-0.268349	79
4	3
10239661658373	1.233459	893
10239661658102	0.843178	588
10239661659285	0.735413	890
10239661659574	0.348728	579
10239661659213	0.960690	80
10239661658847	0.886772	358
10239661660871	0.360790	83
3	3
10248376348222	2.969830	848
10248376351046	1.208694	614
10248376352216	0.334515	610
10248376350450	1.862362	327
10248376351385	1.640533	103
10248376354619	0.371063	100
4	4
10280667477329	2.258030	860
10280667480563	0.761524	857
10280667478895	0.555855	612
10280667479704	0.055492	615
10280667479154	1.657959	332
10280667479973	1.507713	73
10280667480286	0.526821	327
10280667483603	0.218578	126
2	2
10288358941572	0.700085	886
10288358939459	0.457054	883
10288358942097	0.453087	368
10288358940685	0.337650	90
4	4
10304421956352	1.678757	626
10304421956514	1.130096	616
10304421954986	0.987457	857
10304421957183	0.743317	833
10304421956339	2.010166	323
10304421957474	1.188393	103
10304421958040	0.659065	105
10304421961568	0.123241	321
4	4
10312580146144	1.961315	619
10312580145064	1.611980	622
10312580145381	1.556339	839
10312580146289	0.538651	844
10312580143883	3.049618	336
10312580147154	1.333984	124
10312580147363	0.902287	119
10312580149036	0.574940	339
2	3
10314483222156	0.884186	609
10314483224295	0.023781	612
10314483225182	3.308926	122
10314483227091	0.918858	363
10314483238320	-0.463470	101
5	5
10315482249210	4.118416	639
10315482249376	1.228428	866
10315482251025	1.071434	632
10315482247902	0.909214	870
10315482250655	0.167004	885
10315482251763	1.820961	127
10315482250528	1.022842	370
10315482253664	0.048473	379
10315482258711	-0.629429	357
10315482369327	-0.653931	85
6	5
10322537196073	2.203426	621
10322537198079	1.007954	890
10322537197293	0.732395	625
10322537197007	0.341393	870
10322537198125	-0.207001	619
10322537019753	-1.029003	601
10322537197681	2.313389	109
10322537197627	1.254436	378
10322537196937	0.890785	113
10322537199042	0.559795	381
10322537197423	0.268719	354
4	3
10336944999694	3.151951	872
10336945001159	1.848476	635
10336945002652	0.384983	882
10336945016189	-0.281338	626
10336945001864	1.667576	126
10336945001454	0.703072	354
10336945004306	0.554642	123
3	5
10343835637042	1.834751	610
10343835636941	1.542866	869
10343835638336	0.487892	867
10343835636877	2.787403	365
10343835638188	2.506721	126
10343835638823	1.455730	123
10343835636947	1.158829	366
10343835642177	-0.423164	369
2	3
10346343920069	1.100521	595
10346343920759	0.556656	592
10346343920387	3.604675	377
10346343921043	0.791794	381
10346343943061	-0.778477	326
2	2
10356368788346	1.728416	885
10356368788759	0.706814	583
10356368790525	0.323551	358
10356368789889	-0.156139	93
8	2
10368727198775	5.682121	598
10368727199831	5.243027	846
10368727199652	4.391762	597
10368727199645	4.232491	852
10368727201259	0.344646	592
10368727205539	-0.125717	595
10368727216023	-0.455711	837
10368727210097	-0.779266	599
10368727198669	11.073391	355
10368727199107	10.230209	357
4	4
10375290620031	3.292175	622
10375290619618	2.479057	834
10375290656633	-0.432186	851
10375290625609	-0.457661	621
10375290624884	2.357937	123
10375290621708	0.983570	349
10375290621521	0.605087	352
10375290627853	0.369076	126
5	5
10380811895713	2.030159	891
10380811895341	1.020905	595
10380811898371	0.534863	592
10380811901154	-0.095615	882
10380811911874	-0.463470	894
10380811898642	1.692078	71
10380811896480	1.310085	331
10380811897118	1.105167	322
10380811899582	0.085667	85
10380811921181	-0.998890	90
4	4
10384485996372	2.590034	876
10384485996820	0.672642	605
10384485998166	0.401939	608
10384486001676	0.362545	874
10384486001730	0.757286	381
10384485999152	0.661320	92
10384486021815	-0.880226	93
10384486009019	-0.996716	89
4	3
10388961127314	1.110111	840
10388961129888	0.968269	579
10388961129784	0.805080	577
10388961130970	0.747589	836
10388961128047	2.451859	89
10388961127609	0.494865	351
10388961136875	-1.295891	92
2	5
10403090241996	-0.246021	894
10403090250567	-0.774498	602
10403090231467	3.110607	327
10403090234216	1.230160	117
10403090236456	0.873112	116
10403090235990	0.466827	120
10403090276200	-0.688812	330
3	5
10412859536762	1.251030	832
10412859536987	0.581745	606
10412859543283	-0.281605	607
10412859538117	1.608864	114
10412859535141	1.113472	336
10412859537495	0.627472	320
10412859539081	0.428406	123
10412859538391	-0.175827	104
6	3
10423868634224	1.402637	598
10423868634546	0.859241	877
10423868633482	0.601372	878
10423868752818	-0.407120	873
10423868644216	-0.565643	599
10423868643225	-0.570011	595
10423868635521	1.648602	86
10423868635007	1.405102	357
10423868638161	-0.014942	360
3	3
10426568951657	0.608818	861
10426568952958	0.514595	583
10426568954429	-0.066086	588
10426568949393	2.956371	333
10426568953371	1.192768	67
10426568954055	0.517242	324
2	2
10431490983037	-0.131542	635
10431490979856	-0.194313	638
10431490994225	-0.709831	359
10431490992451	-0.794109	361
3	8
10435225648988	1.788921	891
10435225648132	1.604496	579
10435225651524	0.684685	882
10435225646236	2.557266	375
10435225648751	2.080936	322
10435225650655	1.340801	83
10435225647205	0.935863	64
10435225651252	0.752079	331
10435225645717	-0.047440	80
10435225659735	-0.401871	380
10435225653938	-0.530964	86
2	4
10443860776156	2.843536	639
10443860774894	2.190155	867
10443860777666	1.666866	108
10443860775109	1.398655	353
10443860778117	0.722031	106
10443860778048	0.689602	329
4	4
10445204235218	1.959080	615
10445204235904	1.459812	891
10445204238682	0.116158	882
10445204237646	-0.198601	612
10445204237381	0.885891	370
10445204236625	0.413811	360
10445204236833	0.380848	90
10445204238713	0.168461	88
4	5
10454374691328	2.795486	630
10454374690463	0.750031	860
10454374692806	0.639904	631
10454374692077	0.222221	861
10454374695455	1.812592	330
10454374696275	1.593189	320
10454374693476	1.060272	127
10454374693369	-0.218948	112
10454374694044	-0.647041	345
4	5
10455110174833	3.984425	632
10455110174004	1.593575	833
10455110174046	0.963699	835
10455110180951	-0.311733	629
10455110175272	2.722427	107
10455110175238	1.185566	321
10455110177509	0.889626	323
10455110177134	0.049656	116
10455110208756	-1.025784	86
4	3
10463785736691	2.353008	857
10463785738584	1.993927	639
10463785738872	0.401539	624
10463785737186	0.380692	860
10463785737022	4.206894	320
10463785739389	1.284676	115
10463785739478	0.591290	118
3	3
10470139602218	3.274548	861
10470139603206	1.117180	600
10470139603801	0.599422	584
10470139605470	2.918098	320
10470139605069	1.261070	77
10470139608057	0.733566	68
3	4
10474545565423	1.876709	860
10474545566748	1.101917	609
10474545567085	0.824448	612
10474545569635	1.511124	342
10474545569389	1.065792	79
10474545568015	0.311333	341
10474545570302	-0.002827	105
4	4
10492584413164	1.623222	854
10492584414437	1.250416	591
10492584415398	-0.039898	851
10492584416803	-0.264305	582
10492584414691	1.505154	323
10492584415303	1.154434	126
10492584415882	0.746387	123
10492584417701	-0.474033	321
3	4
10508993730307	1.287750	877
10508993731798	1.107727	576
10508993731576	0.629604	592
10508993732777	1.032906	78
10508993730111	0.714314	365
10508993731641	0.683788	84
10508993737792	-0.719505	369
2	4
10512116469959	2.291584	860
10512116471435	1.482296	611
10512116471951	3.265480	118
10512116469862	2.089157	332
10512116473885	0.605721	115
10512116474583	-0.648792	327
5	5
10516982797936	0.925892	594
10516982832088	0.699234	848
10516982800184	0.316650	832
10516982798178	0.274948	842
10516982799649	-0.224159	593
10516982798534	0.981838	341
10516982798786	0.629883	87
10516982799742	0.256607	342
10516982808546	-0.854588	81
10516982881632	-0.873810	352
4	4
10523638989498	2.465492	625
10523638988971	1.181854	837
10523638990185	1.075520	846
10523638993118	0.390675	633
10523638992011	2.427994	75
10523638989647	2.223896	342
10523638993112	-0.855488	95
10523639139735	-1.099689	66
4	4
10545119691718	1.986576	578
10545119692966	1.327877	881
10545119697868	-0.030777	889
10545119697588	-0.191635	587
10545119695827	1.026981	366
10545119693115	0.818600	365
10545119693219	0.642464	103
10545119693228	0.590633	105
3	3
10547897439414	1.561779	601
10547897441277	1.023754	882
10547897440915	0.974926	872
10547897441473	1.315769	360
10547897441793	1.252365	80
10547897442276	0.584637	357
4	3
10552895385304	1.683155	874
10552895385403	1.196396	578
10552895387019	1.179451	883
10552895386639	0.643875	582
10552895386537	1.340942	368
10552895387935	0.950089	90
10552895387640	0.927280	94
5	4
10557481886053	2.701969	865
10557481886165	1.378841	585
10557481887443	1.009312	841
10557481888256	0.925552	868
10557481891280	0.447525	638
10557481886110	3.761440	335
10557481887500	1.783833	101
10557481886712	0.873158	326
10557481938967	-0.568695	361
3	3
10559762344713	3.869453	890
10559762345699	2.389481	621
10559762346602	0.262920	870
10559762346502	2.154129	322
10559762346305	1.634644	331
10559762348755	1.305744	124
8	4
10572454612977	2.409584	590
10572454611577	2.258610	860
10572454611806	2.195522	586
10572454612050	1.609535	857
10572454613979	1.210182	581
10572454611013	1.175678	595
10572454612448	0.793388	592
10572454622043	-0.703503	604
10572454611628	2.907112	79
10572454614448	0.459167	70
10572454614098	0.153839	333
10572454628412	-0.976093	105
3	4
10577637011718	0.935192	587
10577637014600	-0.345253	843
10577637016386	-1.032890	607
10577637012139	1.645096	335
10577637014470	1.315353	68
10577637013433	0.848106	361
10577637016001	-0.760227	77
4	3
10579626563417	1.733971	612
10579626563043	1.303894	847
10579626562793	1.157528	838
10579626565784	1.042370	615
10579626566987	2.550930	320
10579626566933	1.901867	94
10579626567601	0.220753	330
2	5
10580524825383	1.574558	604
10580524827087	0.724209	605
10580524826225	1.684669	335
10580524826951	1.611454	361
10580524826695	0.617519	92
10580524827618	0.553566	89
10580524827138	-0.035984	326
2	3
10581313096318	2.003376	623
10581313095702	1.340778	849
10581313096801	2.349087	343
10581313097933	1.235252	117
10581313104320	-0.745880	120
5	4
10583256105810	-0.174332	846
10583256111911	-0.242260	844
10583256119349	-0.427769	833
10583256126554	-0.761818	837
10583256117750	-0.972664	849
10583256102396	2.987602	111
10583256099993	2.453999	339
10583256101566	0.245739	336
10583256103263	0.061859	108
3	4
10586447713946	1.939018	893
10586447713489	1.461384	579
10586447714931	0.252026	577
10586447711645	1.540844	354
10586447712760	0.663784	91
10586447713894	0.449078	355
10586447713257	0.212070	96
3	3
10596142338955	3.871933	637
10596142337615	1.957741	875
10596142339793	1.066639	878
10596142341074	2.624336	97
10596142339707	1.931141	355
10596142341656	1.740505	73
4	2
10597590404134	0.644474	596
10597590403260	0.537197	866
10597590403243	0.479794	599
10597590403648	0.432106	867
10597590402277	0.482899	357
10597590403005	0.230247	360
5	6
10606442942203	1.778072	849
10606442935755	1.359802	872
10606442937400	0.781353	611
10606442938461	0.271847	610
10606442939749	-0.048435	882
10606442938431	2.534893	122
10606442940359	2.129429	90
10606442937071	1.329399	360
10606442940386	1.024342	343
10606442942289	0.375496	370
10606442942974	-0.106842	88
4	6
10608367464344	1.430283	855
10608367466002	0.432629	622
10608367467777	0.207809	621
10608367467205	-0.298374	849
10608367466309	3.957752	116
10608367464649	1.862350	337
10608367465945	0.839127	338
10608367288979	-0.122852	343
10608367482373	-0.862118	117
10608367480569	-0.900497	107
4	3
10616801484592	1.348652	889
10616801483719	1.230984	613
10616801484705	1.107300	893
10616801489651	-0.173100	890
10616801486991	2.092094	126
10616801484252	1.706360	360
10616801484161	1.263786	357
4	4
10619535241775	2.412334	889
10619535244086	2.229542	637
10619535244373	1.703445	633
10619535246195	-0.302834	893
10619535241525	2.468964	111
10619535241041	2.417477	363
10619535242354	1.571140	112
10619535398570	-0.936245	355
4	2
10628021267611	1.846565	586
10628021267558	0.811466	864
10628021268357	0.476784	859
10628021269878	-0.318249	576
10628021269644	0.770481	321
10628021267942	0.330200	345
4	3
10632620628075	1.310307	577
10632620628587	0.828403	836
10632620628918	0.740326	840
10632620631377	0.058945	579
10632620627860	1.812305	96
10632620627871	0.875305	352
10632620627232	0.753647	347
4	5
10633649024155	1.470196	846
10633649023502	0.874485	588
10633649023966	0.396431	852
10633649025828	-0.399040	579
10633649024171	1.216961	85
10633649024305	0.579418	321
10633649023709	0.402084	323
10633649026692	0.019466	86
10633649085544	-0.640575	375
4	3
10641199841894	1.442257	861
10641199842909	0.708511	583
10641199846192	-0.342155	588
10641199845302	-0.562687	860
10641199842493	0.989849	96
10641199841746	0.915047	348
10641199843618	0.714962	93
4	3
10657802238246	2.060921	634
10657802238824	1.076275	637
10657802237575	1.000904	861
10657802236624	0.826614	860
10657802238631	1.952419	382
10657802238732	1.846062	126
10657802237452	1.570557	73
4	3
10658363433237	1.517757	597
10658363434322	0.767422	863
10658363435852	0.447979	843
10658363439648	-0.525749	598
10658363432174	2.114738	96
10658363434412	1.962772	379
10658363435176	0.282585	370
2	6
10659809842717	2.138004	588
10659809845433	0.069679	886
10659809844895	6.936974	69
10659809844333	4.577377	365
10659809845657	2.865814	369
10659809846389	2.105076	74
10659809848716	-0.144352	78
10659809857336	-0.699677	366
2	4
10673640371954	3.023197	892
10673640371924	1.512894	583
10673640373649	2.778019	91
10673640373445	2.398754	363
10673640374939	0.756702	366
10673640377380	-0.059273	77
4	5
10677110182715	1.346786	638
10677110183006	1.336620	635
10677110183031	1.131702	892
10677110187103	-0.210091	887
10677110182339	0.981415	367
10677110185642	0.735146	100
10677110184252	0.531872	97
10677110184385	0.505615	368
10677110187256	-0.403568	383
5	3
10678608593578	1.269203	843
10678608592800	0.982513	834
10678608593212	0.810101	614
10678608594889	0.633503	610
10678608610027	-0.394779	863
10678608594942	2.153725	101
10678608592764	1.964264	352
10678608595951	0.418491	349
3	3
10679514353842	1.660469	639
10679514351327	1.616543	845
10679514361982	-0.682182	836
10679514350025	2.852139	322
10679514352317	1.131641	106
10679514353867	0.640797	115
4	3
10681316255932	1.667244	623
10681316256886	0.951191	624
10681316255778	0.831577	878
10681316257409	0.643780	875
10681316255284	1.934624	108
10681316256662	1.070885	372
10681316256990	0.321480	373
2	2
10688598460015	-0.465439	841
10688598473967	-0.656277	872
10688598445292	0.297009	362
10688598443652	0.088932	374
4	4
10690529106708	2.326786	890
10690529108547	1.082581	612
10690529107770	0.788887	615
10690529109487	-0.160393	870
10690529107480	1.904491	97
10690529108777	0.383801	100
10690529109261	0.267578	358
10690529108197	0.236221	354
3	3
10699116684604	1.689732	844
10699116685453	1.115402	583
10699116689213	-0.193993	597
10699116683984	1.198860	352
10699116687190	0.486591	86
10699116688064	-0.482990	347
4	4
10706406409112	1.817505	627
10706406408967	1.419525	872
10706406408180	1.023697	869
10706406411429	0.367168	630
10706406411673	1.668987	119
10706406410365	1.414555	370
10706406413400	0.242146	379
10706406411930	-0.343063	124
3	6
10712925083960	1.243137	612
10712925087635	0.303036	873
10712925086628	-0.326359	585
10712925085447	1.659172	348
10712925087826	1.260666	72
10712925086595	0.457726	345
10712925088122	0.320408	88
10712925108737	0.070602	325
10712925098245	-0.860153	73
4	3
10717167471495	3.516357	591
10717167471570	1.345871	582
10717167472135	1.339642	887
10717167490219	-0.749176	615
10717167473410	3.723850	73
10717167475782	0.853088	126
10717167481218	-0.294563	378
3	7
10720977420920	3.181179	618
10720977421851	0.776360	859
10720977422385	0.573635	845
10720977421592	3.238472	118
10720977420355	2.982269	115
10720977420927	2.127644	346
10720977420952	1.871944	322
10720977422882	1.038391	106
10720977421270	0.512741	326
10720977423377	0.056858	344
3	5
10730586979382	1.939144	624
10730586978018	1.537323	847
10730586893741	-0.619240	598
10730586980058	1.630539	331
10730586981103	1.232006	107
10730586979184	1.035717	322
10730586981054	0.818924	110
10730586996831	-0.803677	109
3	3
10731311443388	2.485851	868
10731311446048	2.431938	614
10731311445992	0.550869	871
10731311444606	2.847565	377
10731311445484	2.112106	120
10731311460793	-0.430775	381
3	4
10743131182813	1.274105	626
10743131181522	0.601879	851
10743131181400	0.451340	854
10743131181669	1.299126	339
10743131183943	-0.174416	101
10743131181510	-0.195648	336
10743131188724	-0.589912	114
3	3
10743399396358	1.841793	869
10743399396701	0.882801	597
10743399397166	0.578438	598
10743399397396	2.180161	76
10743399396470	1.647770	361
10743399398764	0.808117	71
4	2
10750853633688	1.775627	639
10750853632126	1.378876	835
10750853633459	0.662567	833
10750853668643	-0.453026	848
10750853632862	2.777809	338
10750853634714	0.134121	337
4	3
10754060337114	3.727318	862
10754060338566	1.345837	579
10754060339559	-0.090065	577
10754060190921	-0.230583	895
10754060336944	1.512268	356
10754060338180	1.452351	68
10754060339019	-0.100574	359
4	4
10754510679581	2.633961	856
10754510681940	1.086967	586
10754510680752	0.298206	840
10754510686096	0.277039	576
10754510681352	1.794899	81
10754510680538	1.499603	322
10754510681496	0.012318	326
10754510706279	-0.345814	331
6	9
10761189483349	2.610176	614
10761189484086	2.286446	634
10761189481786	2.061172	859
10761189483483	1.073940	864
10761189495328	-0.364269	637
10761189484952	-0.367462	610
10761189483779	2.657871	360
10761189483036	1.960670	344
10761189483509	1.769119	95
10761189485489	1.594574	79
10761189483802	0.993301	346
10761189484559	0.993134	370
10761189484625	0.245983	94
10761189487809	-0.164787	105
10761189497696	-1.371315	97
5	4
10761250690006	2.820263	838
10761250689330	1.417824	600
10761250690303	0.280510	602
10761250693941	0.029949	834
10761250703349	-0.492794	847
10761250689317	3.243893	102
10761250688250	2.091228	360
10761250689529	1.162769	370
10761250689981	0.510494	122
5	4
10761955361057	2.607964	618
10761955360760	1.236900	860
10761955363861	0.415527	861
10761955364428	0.044956	833
10761955380246	-0.537495	857
10761955362573	2.965858	121
10761955361041	2.076603	335
10761955362438	0.763245	326
10761955362337	0.723286	113
3	5
10776873477466	2.471462	592
10776873477530	2.130798	872
10776873480076	-0.261223	598
10776873477599	1.839882	350
10776873478713	0.604076	351
10776873480977	0.546429	93
10776873479498	0.360809	92
10776873500655	-1.334225	90
4	4
10788672029277	1.935505	857
10788672031217	0.777596	589
10788672030787	0.148682	603
10788672034191	-0.383205	833
10788672030861	1.289551	327
10788672031373	0.621407	91
10788672033535	0.190369	77
10788672046274	-0.243904	341
2	2
10792465878580	-0.374737	865
10792465886026	-0.576218	868
10792465876906	-0.601410	126
10792465891818	-1.251381	69
4	2
10795914748582	1.469250	861
10795914751086	0.989220	579
10795914750020	0.545937	577
10795914774199	-0.738548	580
10795914751300	1.065510	85
10795914750596	0.713509	342
2	2
10799800679355	1.534348	592
10799800679761	1.086189	887
10799800680274	1.553547	374
10799800678560	1.214100	92
4	2
10804715851204	2.662228	876
10804715850479	1.913017	606
10804715852251	0.059685	874
10804715862604	-0.645416	607
10804715852680	2.940987	378
10804715853723	0.773270	99
3	5
10817843008077	1.722553	835
10817843011106	0.745728	626
10817843009141	0.308304	844
10817843008530	2.206726	110
10817843007954	2.043964	341
10817843009177	1.318218	109
10817843008197	0.561794	342
10817842995270	-1.500843	97
3	4
10833913081354	2.746628	854
10833913082910	1.212334	625
10833913083866	-0.110085	621
10833913082914	4.186005	127
10833913079845	1.538273	348
10833913083022	0.458191	120
10833913081739	-0.107513	349
4	3
10838565888093	3.694584	576
10838565888997	1.463120	881
10838565888779	0.893661	877
10838565889325	0.628967	592
10838565891870	2.732014	335
10838565890655	1.945839	381
10838565897477	-0.090603	378
4	6
10854053981342	1.487038	874
10854053981319	1.213421	605
10854053982681	0.762402	876
10854053981772	0.346210	608
10854053980892	3.557659	383
10854053981155	2.923164	105
10854053983684	0.229820	103
10854053986109	0.067238	79
10854053983756	-0.256214	376
10854053994738	-0.367775	379
3	4
10855987166762	1.274143	869
10855987166127	1.179478	582
10855987167958	0.387394	867
10855987163683	3.257458	381
10855987166467	0.785801	103
10855987169672	-0.082542	105
10855987170525	-0.178425	378
2	3
10860371354432	0.471447	585
10860371358121	-0.038227	638
10860371353288	2.481556	320
10860371355686	1.034916	126
10860371358387	0.091122	123
3	3
10865041409029	1.489494	610
10865041409360	1.220284	838
10865041410848	0.022011	834
10865041409581	0.745125	109
10865041408943	0.688927	113
10865041410067	0.578072	379
5	4
10866820193567	3.860764	635
10866820193666	1.954727	886
10866820194404	0.934414	887
10866820195714	0.550156	638
10866820207242	-0.359604	626
10866820194769	1.403397	362
10866820195120	1.269493	371
10866820194306	0.982052	90
10866820195073	-0.111015	94
5	3
10868346783405	1.904457	860
10868346783801	1.872719	587
10868346783708	1.362434	857
10868346785503	0.619995	607
10868346797275	-0.647190	867
10868346786960	2.444271	330
10868346787255	1.996883	83
10868346789430	-0.421230	86
4	3
10868546590237	1.955540	628
10868546590869	1.050865	619
10868546589258	0.915012	861
10868546589600	-0.136814	860
10868546591136	2.146885	323
10868546591348	1.170502	102
10868546595465	0.281643	122
2	6
10883393149988	1.561844	624
10883393152657	0.170132	850
10883393149328	1.901237	110
10883393150512	0.466068	109
10883393152506	-0.037708	324
10883393150542	-0.103706	333
10883393153862	-0.247780	352
10883393149990	-0.449440	347
2	2
10889388566578	-0.508564	628
10889388571736	-1.251789	624
10889388572994	-0.259125	378
10889388564674	-0.320736	381
4	4
10897067173290	2.177002	871
10897067174095	0.790413	580
10897067175451	0.270981	589
10897067202536	-0.952644	847
10897067174769	2.755039	83
10897067175004	1.771137	379
10897067177307	1.293785	382
10897067177033	-0.000504	86
4	5
10904369232709	4.658607	886
10904369234113	2.227158	887
10904369235757	1.150303	614
10904369235867	0.069019	610
10904369234673	1.510769	364
10904369235668	1.137314	121
10904369237992	0.769459	125
10904369254164	0.110737	325
10904369258948	-0.242786	367
2	4
10907199839920	-0.333206	577
10907199849657	-0.623741	865
10907199831708	2.008774	322
10907199833265	1.365734	74
