Event Number, Hits, Delta t, QDC, Layer 1 Hits, Layer 1 QDC, Layer 2 Hits, Layer 2 QDC, Layer 3 Hits, Layer 3 QDC, Layer 4 Hits, Layer 4 QDC, x1 (cm), y1 (cm), x2 (cm), y2 (cm), Adjacent Cut, Edge Cut
2277, 5, 4459, 7.721103, 1, 2.002567, 1, 1.364986, 2, 1.479069, 1, 2.874481, 79.9586, 23.57617, 82.69806, 19.36806, 1, 1
2278, 8, 23974, 9.495717, 4, 5.675736, 2, 3.750946, 1, 0.385777, 1, -0.316742, 31.82891, 60.18072, 21.21697, 44.74339, 0, 1
2279, 8, 2228, 3.944282, 2, 1.247932, 2, 0.526699, 2, 1.25523, 2, 0.914421, 7.371084, 24.95525, 0.2498846, 4.76843, 1, 0
2280, 8, 5569, 5.617115, 2, 1.325477, 2, 1.653553, 2, 1.504727, 2, 1.133358, 71.42529, 92.4447, 68.68243, 86.91292, 1, 1
2281, 6, 3348, 7.659722, 2, 1.796345, 1, 2.244667, 1, 2.18478, 2, 1.43393, 72.57801, 78.00374, 73.38293, 82.83318, 1, 1
2282, 4, 14420, -0.815624, -1e+06, -1e+06, 2, 0.452149, -1e+06, -1e+06, 2, -1.267773, -1e+06, 89.51121, -1e+06, 42.02141, 0, 1
2283, 7, 4930, 9.347957, 1, 3.850399, 2, 2.255291, 2, 1.307503, 2, 1.934764, 50.47859, 23.39002, 44.70705, 6.704024, 1, 1
2284, 7, 4476, 7.181553, 2, 1.51075, 1, 2.990238, 2, 0.610939, 2, 2.069626, 30.88725, 78.65829, 13.24135, 102.3985, 1, 0
2285, 6, 4545, 9.544532, 2, 2.729797, 2, 4.701824, 2, 2.112911, -1e+06, -1e+06, 68.17273, 46.63166, 50.71503, -1e+06, 1, 1
2286, 8, 4797, 11.81369, 2, 4.610847, 2, 2.415393, 2, 3.276158, 2, 1.511295, 87.99669, 53.19972, 101.5893, 51.61914, 1, 1
2287, 9, 17320, 6.591931, 2, 1.810368, 2, 1.535992, 2, 1.54467, 3, 1.700901, 1.764999, 42.17652, 4.45496, 74.28631, 1, 1
2288, 7, 2616, 11.72841, 2, 2.990455, 1, 3.411125, 2, 2.947739, 2, 2.379093, 86.82098, 61.35816, 60.71747, 47.22991, 1, 1
2289, 8, 16112, 9.015842, 3, 2.092235, 1, 3.118763, 2, 2.120964, 2, 1.68388, 34.70967, 59.57327, 9.724477, 43.17653, 0, 1
2290, 6, 18220, 6.473046, -1e+06, -1e+06, 4, 5.126786, 2, 1.34626, -1e+06, -1e+06, -1e+06, 34.18301, 85.16936, -1e+06, 0, 1
2291, 6, 5551, 8.156586, 2, 2.147007, 2, 0.857094, 1, 3.117573, 1, 2.034912, 62.95093, 68.33185, 62.45711, 63.56087, 1, 1
2292, 8, 18724, 7.913842, 2, 3.04876, 2, 1.811985, 2, 1.468983, 2, 1.584114, 39.75683, 74.93621, 45.40808, 90.39125, 1, 1
2293, 7, 7632, 6.565048, 2, 2.324997, 2, 2.066089, 1, 0.878067, 2, 1.295895, 4.802067, 39.38694, 3.272229, 21.31164, 1, 1
2294, 7, 11332, 4.467536, 2, -0.378498, 2, 3.398719, 1, 0.619106, 2, 0.828209, 32.81543, 95.78205, 29.9364, 96.14415, 1, 1
2295, 9, 8847, 8.348626, 2, 2.116749, 2, 0.767162, 3, 4.145966, 2, 1.318749, 51.84031, 33.45644, 48.62879, 40.1528, 1, 1
2296, 7, 2684, 12.29053, 2, 2.544914, 1, 4.044174, 2, 3.444664, 2, 2.256775, 68.75112, 9.021116, 25.2962, 17.05122, 1, 1
2297, 6, 10561, 3.649124, 2, 0.706116, 2, 0.732536, 1, 1.141384, 1, 1.069088, 54.36533, 24.25458, 56.33099, 33.90283, 1, 1
2298, 9, 8435, 11.45023, 2, 2.922211, 3, 2.812, 2, 2.354511, 2, 3.361511, 46.03976, 74.95834, 34.31076, 38.54185, 0, 1
2299, 8, 11116, 10.988, 2, 2.188889, 2, 2.675343, 2, 4.189713, 2, 1.934059, 58.78433, 73.73407, 87.8791, 65.8621, 1, 1
2300, 8, 20683, 1.920762, 2, 0.404801, 2, 2.416897, 3, -1.256508, 1, 0.355572, 32.57456, 8.594306, 28.05005, -0.1032665, 1, 0
2301, 10, 26655, 11.81842, 4, 4.96431, 3, 3.790997, 1, 0.957096, 2, 2.106018, 39.45386, 33.89193, 32.59808, 50.98247, 0, 1
2302, 4, 6067, -3.594654, 2, -2.450195, -1e+06, -1e+06, -1e+06, -1e+06, 2, -1.144459, 81.09932, -1e+06, -1e+06, 54.27316, 0, 1
2303, 9, 30100, 5.342549, 3, -0.91449, 2, 0.986123, 2, 1.673172, 2, 3.597744, 40.97813, 86.60131, 46.21596, 66.35103, 0, 1
2304, 7, 2907, 5.439766, 1, 1.473049, 2, 1.939373, 2, 0.387588, 2, 1.639756, 38.75426, 43.03758, 41.89383, 53.69103, 1, 1
2305, 5, 5011, 2.386478, -1e+06, -1e+06, 2, 0.38818, 1, 0.785755, 2, 1.212543, -1e+06, 59.97262, 0, 82.34497, 1, 0
2306, 4, 12280, -2.066475, 1, -1.00415, 1, -0.033634, 2, -1.028691, -1e+06, -1e+06, 52.8, 42.9, 84.92565, -1e+06, 1, 1
2307, 7, 5967, 10.11118, 2, 1.849801, 2, 3.136944, 2, 1.949455, 1, 3.17498, 57.73768, 49.94148, 84.60855, 61.32906, 1, 1
2308, 8, 3242, 13.17588, 2, 3.604701, 2, 4.561996, 2, 2.886806, 2, 2.122379, 81.45532, 87.66532, 48.95111, 72.73844, 1, 1
2309, 6, 2853, 5.678249, 1, 2.168854, 2, 1.268222, 2, 0.961064, 1, 1.280109, 79.37175, 65.83182, 80.8138, 60.23616, 1, 1
2310, 6, 3655, 13.09189, 1, 2.594501, 2, 3.742787, 2, 4.885902, 1, 1.868698, 31.50358, 48.84523, 5.578, 88.9338, 1, 1
2311, 6, 6881, 2.378773, 3, 1.475655, 1, 0.752773, 2, 0.150345, -1e+06, -1e+06, 10.30567, 13.2, 20.11014, -1e+06, 1, 1
2312, 8, 6713, 7.033405, 2, 1.970989, 2, 1.816482, 2, 1.221939, 2, 2.023995, 24.37996, 91.81125, 27.10079, 89.05495, 1, 1
2313, 7, 2026, 6.729733, 2, 3.164269, 2, 1.409813, 2, 0.536297, 1, 1.619354, 80.96771, 15.73283, 69.97436, 20.89725, 1, 1
2314, 8, 22110, 13.49151, 2, 2.299812, 2, 4.226207, 2, 2.18584, 2, 4.779648, 71.96825, 62.20614, 54.21157, 92.83393, 1, 1
2315, 5, 11926, 4.907128, -1e+06, -1e+06, 2, 1.282845, 1, 2.08453, 2, 1.539753, -1e+06, 75.8633, 18.15, 73.93176, 1, 1
2316, 12, 5545, 12.42683, 4, 6.322578, 2, 2.024109, 4, 0.841724, 2, 3.238418, 18.69372, 43.7289, 8.34874, 4.161583, 0, 1
2317, 7, 3473, 3.929215, 2, 0.284569, 1, 2.591602, 2, -0.119182, 2, 1.172226, 30.06247, 22.3951, 20.45519, 32.23475, 1, 1
2318, 5, 6984, 2.944603, 1, 1.615978, 1, 0.92696, 1, 0.957745, 2, -0.55608, 0.6966555, 30.35887, 0.4243379, 30.14424, 1, 0
2319, 9, 14330, 7.33289, 3, 0.927883, 2, 1.221184, 2, 2.686409, 2, 2.497414, 50.5178, 66.12874, 57.74437, 57.32569, 1, 1
2320, 10, 18187, 9.53932, 3, -0.118183, 2, 4.757966, 2, 2.483773, 3, 2.415764, -2.034916, 70.3332, 47.13576, 54.47273, 1, 1
2321, 7, 11715, 4.762608, 2, 1.70541, 2, 0.273659, 1, 1.069008, 2, 1.714531, 68.42515, 20.62757, 69.83514, 27.58937, 1, 1
2322, 9, 12834, 10.83787, 3, 1.756737, 3, 6.34906, 2, 1.268302, 1, 1.463772, 15.20155, 28.12434, 34.01675, 33.26776, 0, 1
2323, 9, 33369, 7.837376, 3, 4.182751, 2, 1.708751, 1, 2.48827, 3, -0.542396, 99.17315, 90.05783, 104.5822, 86.31749, 1, 0
2324, 6, 2923, 3.47918, 2, 1.338135, 1, -0.46368, 2, 1.409294, 1, 1.195431, 8.804028, 26.43207, 6.856907, 12.03638, 1, 1
2325, 8, 4769, 8.059856, 2, 1.916919, 2, 2.287911, 2, 1.823261, 2, 2.031765, 48.64571, 19.56903, 74.76542, 9.290502, 1, 1
2326, 9, 23866, 9.750438, 3, 0.250664, 3, 3.189052, 2, 4.169609, 1, 2.141113, -26.98386, 84.3466, 50.68258, 79.4141, 0, 1
2327, 5, 2016, 8.006127, 1, 2.482735, 2, 1.935631, 1, 2.185383, 1, 1.402378, 93.5796, 10.64841, 70.28632, 12.40214, 1, 1
2328, 6, 9527, 5.446393, 1, 2.273106, 1, -0.268143, 2, 2.038403, 2, 1.403027, 86.35111, 97.3779, 86.05494, 93.18869, 1, 1
2329, 6, 3290, 3.052027, 2, 0.628921, 1, 1.104145, 1, 1.053726, 2, 0.265235, 16.44599, 20.59518, 22.22814, 11.05652, 1, 1
2330, 7, 2546, 4.098156, 1, 1.135799, 2, 1.789417, 2, 0.229786, 2, 0.943154, 37.87411, 55.64893, 43.45738, 49.13411, 1, 1
2331, 4, 3164, 2.549178, 2, 1.714328, -1e+06, -1e+06, -1e+06, -1e+06, 2, 0.83485, 67.1657, -1e+06, -1e+06, 2.122115, 1, 1
2332, 7, 4489, 5.313447, 2, 2.039425, 2, 1.10249, 2, 1.198883, 1, 0.972649, 23.86806, 14.60004, 35.85987, 9.240426, 1, 1
2333, 6, 3774, 11.69339, 2, 3.552052, 2, 4.457645, 2, 3.683693, -1e+06, -1e+06, 72.25294, 45.31734, 101.5108, -1e+06, 1, 1
2334, 7, 9096, 3.103657, 2, 0.492439, 1, 1.734684, 2, -0.036842, 2, 0.913376, 22.81994, 3.264013, 32.83403, 6.52704, 1, 1
2335, 7, 5530, 12.09914, 2, 1.821727, 2, 2.219505, 2, 5.316837, 1, 2.74107, 87.77248, 66.63256, 97.43445, 90.78944, 1, 1
2336, 8, 14624, 6.282101, 1, 1.854897, 3, 1.188671, 2, 1.54166, 2, 1.696873, 2.008633, 47.62988, 11.3367, 54.9097, 1, 1
2337, 8, 2223, 4.306653, 2, 0.585423, 2, 1.227161, 2, 0.722187, 2, 1.771882, 32.52864, 85.25954, 32.10579, 83.61815, 1, 1
2338, 8, 11586, 7.933401, 2, 1.574021, 2, 1.58643, 2, 1.318921, 2, 3.454029, 71.87726, 50.44583, 55.77003, 44.78858, 1, 1
2339, 7, 1857, 9.898575, 2, 2.498302, 2, 3.125893, 1, 1.514626, 2, 2.759754, 40.25601, 38.64095, 15.23989, 15.7125, 1, 1
2340, 9, 19157, 6.761315, 1, 2.020531, 2, 2.430889, 3, 1.563816, 3, 0.746079, 103.5437, 97.30892, 104.0813, 100.5201, 1, 0
2341, 7, 2620, 7.063915, 1, 1.338451, 2, 2.635788, 2, 1.944344, 2, 1.145332, 91.68485, 61.17407, 87.60582, 48.00226, 1, 1
2342, 8, 10253, 6.599411, 2, 1.102287, 2, 2.793064, 2, 2.027577, 2, 0.676483, 1.980996, 42.10445, 9.390762, 42.24454, 1, 1
2343, 6, 7445, 1.521183, -1e+06, -1e+06, 3, -1.141739, 3, 2.662922, -1e+06, -1e+06, -1e+06, 80.14143, 90.16685, -1e+06, 0, 1
2344, 8, 25071, 8.072628, 2, 2.800995, 2, 1.624664, 2, 1.756836, 2, 1.890133, 39.90709, 59.45311, 44.87759, 67.67121, 1, 1
2345, 8, 7561, 19.72807, 3, 11.0794, 1, 4.592728, 2, 2.186852, 2, 1.869087, 82.17812, 60.55303, 52.3431, 75.67939, 1, 1
2346, 7, 5115, 5.982658, 2, 0.31636, 2, 1.439774, 2, 2.221882, 1, 2.004642, 9.288825, 59.12469, 22.25143, 69.30456, 1, 1
2347, 5, 2670, 6.312755, 1, 3.283756, 2, 1.900597, 2, 1.128402, -1e+06, -1e+06, 16.5, 92.7618, 25.57271, -1e+06, 1, 1
2348, 10, 16618, 9.273552, 4, 4.573467, 2, 1.881058, 2, 0.03027, 2, 2.788757, 47.96517, 53.7712, 73.03014, 47.72348, 1, 1
2349, 8, 4590, 6.00039, 2, 1.060429, 2, 2.471177, 2, 1.059105, 2, 1.409679, 33.42444, 76.18591, 39.76268, 91.01741, 1, 1
2350, 6, 3201, 6.0317, 2, 1.137337, 1, 1.866695, 2, 1.23518, 1, 1.792488, 79.79419, 18.03101, 78.14117, 2.978204, 1, 1
2351, 10, 29214, 6.194897, 2, 1.777058, 3, 1.24588, 3, 1.871967, 2, 1.299992, 70.93698, 69.67288, 82.5922, 77.30909, 0, 1
2352, 10, 15760, 10.23184, 2, 0.738998, 4, 4.744537, 2, 2.913189, 2, 1.835118, 49.27725, 79.25771, 50.26881, 88.21577, 0, 1
2353, 8, 3355, 6.460212, 2, 2.360893, 2, 2.056568, 2, 0.500938, 2, 1.541813, 62.83901, 55.13654, 67.61613, 50.67254, 1, 1
2354, 6, 3576, 6.565204, 2, -0.165627, 2, 2.345493, 1, 2.241528, 1, 2.14381, 60.24355, 103.236, 53.22675, 91.74743, 1, 0
2355, 7, 12225, 6.999676, 1, 0.57349, 3, 3.649952, 1, 1.350357, 2, 1.425877, 60.04848, 90.3352, 55.06249, 96.76235, 1, 1
2356, 7, 9357, 5.101651, 2, 0.769997, 2, 0.660095, 1, 2.026924, 2, 1.644635, 35.23894, 70.5311, 26.1256, 63.47594, 1, 1
2357, 6, 3140, 3.570343, 1, 1.345055, 1, 1.631973, 2, -0.168217, 2, 0.761532, 9.94601, 3.584807, 13.58757, 8.177808, 1, 1
2358, 4, 18885, 2.186073, -1e+06, -1e+06, 2, -0.574097, 1, 3.075878, 1, -0.315708, -1e+06, 83.96303, 103.95, 64.35, 0, 0
2359, 9, 10910, 12.23063, 2, 0.950558, 3, 2.976333, 2, 4.503658, 2, 3.80008, 76.89411, 39.06214, 77.29078, 55.05485, 0, 1
2360, 7, 16121, 1.269661, 3, -0.492955, -1e+06, -1e+06, 2, 0.832276, 2, 0.93034, 50.35401, -1e+06, 34.14333, 35.74242, 0, 1
2361, 6, 4478, 11.26549, 1, 3.1996, 1, 1.839016, 2, 3.239914, 2, 2.986961, 100.7937, 46.14977, 86.59755, 51.85435, 0, 1
2362, 7, 1850, 6.002025, 2, 1.71159, 1, 1.216152, 2, 2.112896, 2, 0.961387, 32.92183, 47.87747, 44.87895, 37.78041, 1, 1
2363, 4, 23228, -1.041538, -1e+06, -1e+06, 2, -0.69025, -1e+06, -1e+06, 2, -0.351288, -1e+06, 89.1622, -1e+06, 95.3963, 0, 1
2364, 7, 7247, 8.825702, 1, -0.01635, 2, 2.648956, 2, 3.987499, 2, 2.205597, 47.15069, 52.75014, 83.1277, 77.8304, 1, 1
2365, 8, 16188, 6.694258, 2, 2.298347, 2, 1.888794, 1, 0.482059, 3, 2.025058, 16.29886, 23.78626, 4.49747, 44.23659, 1, 1
2366, 6, 1960, 6.55029, 1, 1.64946, 1, 1.68092, 2, 1.168732, 2, 2.051178, 4.056462, 20.52383, 18.12406, 18.5211, 1, 1
2367, 7, 6471, 6.495186, 1, 1.495899, 3, 1.129825, 2, 2.059033, 1, 1.810429, 47.82842, 60.96656, 48.50079, 56.05197, 1, 1
2368, 9, 11557, 12.04992, 2, 4.130165, 3, 3.115391, 2, 1.824344, 2, 2.980019, 63.30478, 96.44916, 30.52001, 95.87733, 1, 1
2369, 7, 12798, 5.679536, 2, 3.20755, 2, 2.373528, 2, -0.653076, 1, 0.751534, 93.36932, 8.350593, 85.2245, -0.02877206, 0, 0
2370, 8, 18922, 9.088135, 2, 1.920334, 2, 2.867672, 2, 2.181988, 2, 2.118141, 46.72688, 50.73862, 59.85851, 78.72773, 1, 1
2371, 5, 6327, 6.753316, 2, 1.273716, 1, 2.648415, 1, 0.920361, 1, 1.910824, 65.93733, 18.51312, 76.7215, 5.293258, 1, 1
2372, 8, 30530, 8.965553, 2, 4.492309, 4, 5.444702, 1, -0.664928, 1, -0.30653, 72.87588, 65.42931, 31.90336, 76.53592, 1, 1
2373, 4, 57303, -1.713166, -1e+06, -1e+06, 2, -0.692318, -1e+06, -1e+06, 2, -1.020848, -1e+06, 42.48628, -1e+06, 41.41602, 0, 1
2374, 7, 3855, 7.677036, 1, 0.600838, 2, 3.164619, 2, 2.287208, 2, 1.624371, 21.65257, 11.27645, 21.68404, 28.79601, 1, 1
2375, 9, 15335, 8.880261, 4, 3.240895, 3, 2.266968, 2, 3.372398, -1e+06, -1e+06, 85.32294, 59.90867, 87.66524, -1e+06, 0, 1
2376, 8, 2565, 5.514037, 2, 1.768696, 1, 1.819225, 2, 0.747417, 3, 1.178699, 24.96526, 62.37601, 31.33769, 77.36965, 0, 1
2377, 7, 6935, 5.69955, 2, 0.825241, 2, 2.097771, 1, 0.701103, 2, 2.075435, 11.57759, 6.707905, 24.06435, 6.127762, 1, 1
2378, 8, 4902, 11.86138, 2, 5.007709, 2, 2.121273, 2, 2.102787, 2, 2.629612, 61.90242, 50.79006, 29.26135, 61.30326, 0, 1
2379, 6, 8714, 5.33554, 1, 1.860401, 1, 0.904556, 2, 0.513435, 2, 2.057148, 25.17723, 3.336763, 35.12787, 23.15747, 1, 1
2380, 6, 2291, 2.985724, 2, 0.412677, 2, 2.05064, 2, 0.522407, -1e+06, -1e+06, 7.507818, 15.61187, 2.9941, -1e+06, 1, 1
2381, 7, 4046, 7.146255, 2, 2.247658, 2, 1.825862, 2, 1.532967, 1, 1.539768, 53.30347, 45.48056, 50.12329, 56.38956, 1, 1
2382, 7, 22870, 13.38246, 2, 3.289166, 3, 3.17197, 1, 3.937775, 1, 2.983551, 81.37949, 78.21368, 103.7014, 102.1761, 1, 0
2383, 8, 37172, 3.617211, 1, -0.145321, 2, 2.880856, 2, 1.187393, 3, -0.305717, 28.62846, 45.0485, 12.16534, 52.60569, 1, 1
2384, 6, 19813, 5.218593, -1e+06, -1e+06, 2, 1.804275, 2, 1.734989, 2, 1.679329, -1e+06, 1.235201, 93.57117, 23.00951, 1, 1
2385, 7, 3845, 5.59846, 2, 0.669334, 2, 2.437561, 2, 1.899471, 1, 0.592094, 10.14008, 91.89811, 18.44085, 97.54963, 0, 1
2386, 6, 4015, 3.048489, 2, 1.198952, 2, 1.349102, 2, 0.500435, -1e+06, -1e+06, 21.30228, 95.11689, 18.59128, -1e+06, 1, 1
2387, 8, 9398, 7.80761, 2, 1.265301, 3, 2.721672, 2, 1.630455, 1, 2.190182, 32.55443, 22.23062, 53.01546, 0.4123456, 0, 0
2388, 8, 17767, 4.960437, 2, 1.762298, 2, -0.587009, 2, 1.913711, 2, 1.871437, 29.43379, 18.2407, 29.66269, 52.12355, 0, 1
2389, 10, 28162, 32.88738, 4, 8.271698, 2, 10.93842, 3, 6.967049, 1, 6.710209, 80.96285, 99.58567, 61.16991, 93.51249, 0, 1
2390, 8, 44894, 6.444347, 1, 2.081364, 3, 3.024673, 2, -0.700691, 2, 2.039001, 43.41589, 102.4212, 28.9109, 99.36503, 0, 1
2391, 13, 35245, 9.607804, 4, 0.950703, 3, 1.989609, 4, 2.760456, 2, 3.907036, 49.96784, 96.48527, 98.03022, 61.7481, 0, 1
2392, 6, 5077, 6.686665, 1, 1.746681, 1, 1.671494, 2, 1.663765, 2, 1.604725, 50.1795, 99.33915, 55.28248, 89.89284, 1, 1
2393, 5, 2862, 9.195324, 1, 1.979233, 1, 1.777596, 1, 2.448177, 2, 2.990318, 59.99958, 20.98797, 62.2073, 17.47835, 1, 1
2394, 9, 12262, 7.559429, 2, 1.057827, 3, 1.282543, 2, 3.04794, 2, 2.171119, 16.9054, 51.01859, 20.16064, 78.71659, 1, 1
2395, 8, 4849, 10.08139, 3, 1.657799, 2, 4.988777, 2, 2.142044, 1, 1.29277, 40.35275, 9.301829, 42.0713, 0.2426001, 0, 0
2396, 5, 5132, 4.230679, -1e+06, -1e+06, 2, 2.157146, 2, 0.401532, 1, 1.672001, -1e+06, 99.25528, 31.87242, 103.95, 1, 0
2397, 5, 2623, 6.673584, 1, 2.35461, 1, 1.990574, 2, 0.35228, 1, 1.97612, 24.16871, 11.02657, 22.01863, 17.93236, 1, 1
2398, 6, 23293, 3.356621, -1e+06, -1e+06, 1, 1.767467, 2, 1.043507, 3, 0.545647, -1e+06, 23.1, 85.0198, 16.75338, 1, 1
2399, 4, 16832, -0.713691, 2, -1.27436, -1e+06, -1e+06, 2, 0.560669, -1e+06, -1e+06, 97.08807, -1e+06, 89.59763, -1e+06, 0, 1
2400, 8, 4942, 8.080465, 2, 1.930409, 2, 2.189213, 3, 1.170815, 1, 2.790028, 94.8531, 80.24318, 128.8394, 58.9206, 0, 1
2401, 9, 5748, 15.26404, 2, 3.389515, 3, 3.821888, 2, 4.381871, 2, 3.670765, 38.83121, 87.16937, 78.0605, 90.18552, 0, 1
2402, 8, 4305, 7.280641, 2, 1.265572, 2, 2.547875, 2, 1.627896, 2, 1.839298, 83.98923, 39.92875, 65.96667, 42.99058, 1, 1
2403, 7, 12622, 8.387604, 1, 2.988529, 2, 1.122807, 1, 3.105083, 3, 1.171185, 104.3376, 80.91948, 103.6261, 59.46069, 1, 0
2404, 6, 22914, 7.408417, 3, 3.197144, -1e+06, -1e+06, 2, 2.039612, 1, 2.171661, 57.42151, -1e+06, 46.97311, 16.5, 1, 1
2405, 6, 23099, 5.142666, 1, 1.883297, 2, 1.943531, 2, 0.70858, 1, 0.607258, 22.24519, 58.59916, 14.0107, 72.98556, 1, 1
2406, 4, 6501, -1.939721, 1, -0.37846, 1, -0.499352, 1, -0.640354, 1, -0.421555, 63.14979, 31.98051, 48.84252, 29.89378, 1, 1
2407, 7, 22006, 10.30089, 2, 2.412994, 2, 2.331917, 2, 2.51434, 1, 3.041637, 60.31761, 54.85102, 47.45788, 44.44352, 1, 1
2408, 12, 11068, 10.52889, 3, 1.162681, 6, 6.866763, 2, 2.273735, 1, 0.225708, 44.58577, 35.54688, 11.16767, -0.3787453, 0, 0
2409, 7, 13321, -3.471065, 3, -2.031223, 1, -0.715881, 3, -0.723961, -1e+06, -1e+06, 40.32053, 85.8, 31.05706, -1e+06, 0, 1
2410, 7, 17889, 8.39735, 2, 0.912189, 1, 2.722744, 2, 2.481568, 2, 2.280849, 37.13935, 9.361223, 66.50272, 10.13147, 0, 1
2411, 8, 6797, 17.02678, 2, 4.553875, 2, 3.541122, 2, 3.634442, 2, 5.29734, 74.45645, 63.93469, 86.22886, 94.94424, 1, 1
2412, 8, 4261, 10.83956, 2, 5.653103, 1, 1.963017, 1, -0.274208, 4, 3.497643, 33.56478, 91.84366, 69.7965, 33.28319, 1, 1
2413, 6, 1971, 9.572392, 1, 1.815056, 2, 3.199867, 1, 1.510052, 2, 3.047417, 71.74746, 61.4109, 55.42715, 56.49935, 1, 1
2414, 8, 3074, 14.12717, 2, 4.864674, 2, 3.045253, 2, 2.071525, 2, 4.145721, 69.22014, 51.37395, 78.8382, 20.4098, 1, 1
2415, 4, 2468, 7.324921, 1, 1.442734, 1, 1.814354, 1, 1.873245, 1, 2.194588, 19.05668, 101.4662, 38.03369, 86.58089, 1, 1
2416, 6, 1431, 5.942212, -1e+06, -1e+06, 3, 0.631039, 2, 4.343987, 1, 0.967186, -1e+06, -4.127527, 63.05536, 3.3, 0, 1
2417, 8, 10320, 5.506837, 2, 1.0929, 2, 2.388596, 2, 0.360813, 2, 1.664528, 64.88215, 25.43877, 56.72977, 12.2749, 1, 1
2418, 8, 5732, 14.25053, 2, 5.938873, 2, 2.617222, 2, 2.552144, 2, 3.142288, 21.78655, 65.06709, 21.70645, 99.35162, 1, 1
2419, 9, 23823, 12.08191, 3, 3.694305, 3, 5.127151, 3, 3.260456, -1e+06, -1e+06, 22.89857, 85.47665, 99.69631, -1e+06, 0, 1
2420, 9, 23544, 8.432494, 2, 2.511051, 3, 0.999794, 2, 2.695785, 2, 2.225864, 2.835865, 27.76935, 6.717486, 58.50354, 1, 1
2421, 7, 5792, 5.319576, 2, 1.113758, 1, 1.492748, 2, 1.044075, 2, 1.668995, 77.91017, 21.76582, 62.64537, 20.75795, 1, 1
2422, 7, 8210, 8.810452, 1, 0.794804, 2, 3.273323, 2, 2.677509, 2, 2.064816, 53.05466, 11.15433, 51.4614, 41.22597, 1, 1
2423, 5, 4695, 5.654229, -1e+06, -1e+06, 2, 1.808312, 2, 2.020218, 1, 1.825699, -1e+06, 96.78926, 53.19219, 89.1, 1, 1
2424, 6, 3911, 4.924995, 2, 1.99731, 1, 0.686432, 1, 0.989967, 2, 1.251286, 62.24813, 6.782757, 70.28888, 2.107246, 1, 1
2425, 6, 3154, 1.394581, 2, -0.008278, 1, 0.164967, 1, 0.184418, 2, 1.053474, 32.58232, 3.140208, 31.82671, 6.883203, 1, 1
2426, 7, 19327, 10.44952, 2, -0.819893, 1, 2.597282, 2, 1.999455, 2, 6.672672, 30.48902, 94.08459, 70.01882, 96.08965, 0, 1
2427, 6, 1348, 6.640662, 1, 1.74921, 1, 1.466301, 2, 1.176315, 2, 2.248836, 56.32773, 93.39793, 71.45124, 95.42189, 1, 1
2428, 6, 9690, 8.79095, 1, 2.150822, 2, 1.827125, 2, 3.477016, 1, 1.335987, 101.3976, 98.73427, 101.7056, 91.55706, 1, 1
2429, 8, 4087, 15.93778, 2, 3.47076, 2, 4.608478, 2, 3.519993, 2, 4.33855, 52.81177, 57.11456, 47.36416, 4.348368, 1, 1
2430, 8, 3174, 6.696071, 2, 2.298599, 2, 1.556241, 2, 1.483333, 2, 1.357898, 89.05935, 52.46, 99.38679, 52.5649, 1, 1
2431, 5, 3071, 6.600677, 1, 0.624599, 1, 1.616814, 1, 1.983383, 2, 2.375881, 66.93112, 44.13501, 64.08748, 54.05926, 1, 1
2432, 6, 3314, 5.834282, 2, 2.265751, 1, 0.466927, 1, 1.125553, 2, 1.976051, 58.21913, 57.11891, 62.58441, 60.36833, 1, 1
2433, 7, 18003, -5.642295, 3, -3.542556, 1, -0.549519, 1, -0.792194, 2, -0.758026, 24.1509, 63.60636, 12.08327, 84.16461, 0, 1
2434, 5, 9172, 4.073867, -1e+06, -1e+06, 2, 0.668335, 1, 1.920784, 2, 1.484748, -1e+06, 31.24931, 52.8, 30.16248, 0, 1
2435, 6, 28830, 6.023843, 2, 0.906556, 1, 1.548527, 2, 1.450024, 1, 2.118736, 41.74276, 31.97096, 21.97486, 32.67819, 1, 1
2436, 11, 21245, 14.68342, 3, 3.160805, 3, 3.976559, 3, 3.955895, 2, 3.59016, 100.6676, 42.45911, 94.66712, 20.63627, 0, 1
2437, 7, 5974, 8.152152, 2, 0.982223, 1, 2.098518, 2, 3.525589, 2, 1.545822, 48.82205, 69.8904, 60.10205, 80.18608, 1, 1
2438, 7, 4389, 10.04581, 2, 2.436798, 1, 1.889622, 2, 2.974819, 2, 2.744572, 97.62398, 56.59362, 77.33659, 36.54775, 1, 1
2439, 5, 11842, 0.470661, 1, 1.017071, 1, -0.409367, 2, 0.1861, 1, -0.323143, 61.1976, 27.58241, 46.06767, 27.03117, 0, 1
2440, 8, 18203, 10.91856, 2, 3.885151, 2, 3.711975, 2, 3.650589, 2, -0.329159, 62.50833, 43.98535, 92.28752, 57.63814, 0, 1
2441, 10, 27319, 3.499028, 1, -0.847012, 1, 0.315212, 4, 0.014684, 4, 4.016144, 55.12692, 46.82622, 965.4138, 34.57422, 0, 1
2442, 7, 2702, 7.910078, 2, 1.444767, 1, 2.162392, 2, 1.30222, 2, 3.000699, 69.47075, 84.68433, 73.00062, 88.31775, 1, 1
2443, 7, 8838, 6.495056, 2, 2.448658, 1, 1.453503, 2, 1.076854, 2, 1.516041, 61.6295, 70.27371, 49.91082, 71.73199, 1, 1
