Event Number, Hits, Delta t, QDC, Layer 1 Hits, Layer 1 QDC, Layer 2 Hits, Layer 2 QDC, Layer 3 Hits, Layer 3 QDC, Layer 4 Hits, Layer 4 QDC, x1 (cm), y1 (cm), x2 (cm), y2 (cm), Adjacent Cut, Edge Cut
11193, 6, 4590, 6.710736, 2, 1.179772, 2, 2.157253, 1, 1.236866, 1, 2.136845, 83.13905, 29.76943, 71.19131, 23.72661, 1, 1
11194, 8, 5187, 10.03598, 3, 3.580548, 2, 2.122494, 1, 2.463619, 2, 1.86932, 73.67647, 41.68988, 76.60156, 29.55404, 0, 1
11195, 7, 4946, 2.653537, 2, -0.184029, 2, 1.658714, 2, 0.769913, 1, 0.408939, 3.972986, 0.3176605, 9.615169, -0.2418541, 1, 0
11196, 7, 19331, 9.996104, 2, 4.37751, 1, 2.118542, 2, 1.348941, 2, 2.151111, 83.4197, 14.28981, 89.07893, 29.29788, 1, 1
11197, 7, 23230, 10.72761, 2, 2.511318, 2, 2.970215, 1, 2.073044, 2, 3.173031, 34.10958, 62.71808, 61.22795, 56.96776, 1, 1
11198, 6, 8507, 5.530276, 2, 2.946929, 1, 0.093338, 2, 1.111309, 1, 1.3787, 5.446769, 72.26474, 12.67245, 96.06884, 1, 1
11199, 6, 2729, 11.10807, 1, 2.315948, 3, 5.223865, 2, 3.568253, -1e+06, -1e+06, 19.8, 85.37812, 0.4376698, -1e+06, 0, 0
11200, 7, 7038, 4.681355, 2, 0.980915, 2, 1.628235, 1, 1.680138, 2, 0.392067, 12.78276, 65.21839, 16.10616, 72.70512, 1, 1
11201, 9, 9479, 12.31649, 2, 0.968239, 2, 5.259994, 3, 3.255996, 2, 2.832261, 48.59784, 3.87547, 88.87217, 35.79405, 0, 1
11202, 7, 13970, 5.564659, 1, 2.309807, 3, 2.732086, 3, 0.522766, -1e+06, -1e+06, 14.85, 84.82929, 28.85531, -1e+06, 1, 1
11203, 8, 7972, 8.436299, 2, 1.548172, 2, 2.854122, 2, 1.272011, 2, 2.761994, 36.00827, 49.96905, 41.90604, 18.90977, 1, 1
11204, 8, 3723, 8.87814, 2, 3.332806, 2, 1.005562, 3, 1.705742, 1, 2.83403, 74.84679, 25.81599, 84.09454, 19.92232, 1, 1
11205, 6, 4003, 5.819164, 2, 1.888638, -1e+06, -1e+06, 2, 1.876224, 2, 2.054302, 93.0815, -1e+06, 99.72081, 25.54355, 1, 1
11206, 8, 4287, 6.813152, 2, 0.473686, 2, 1.33831, 2, 2.737652, 2, 2.263504, 30.94424, 81.27666, 49.34474, 90.60814, 1, 1
11207, 7, 21622, 4.710723, -1e+06, -1e+06, 2, 1.935035, 3, 1.159542, 2, 1.616146, -1e+06, 0.6050402, 83.8646, 13.98239, 1, 0
11208, 10, 16756, 10.19961, 4, 1.763622, 2, 3.832771, 2, 1.902382, 2, 2.700836, 79.17123, 32.81243, 60.05898, 16.66234, 1, 1
11209, 8, 2993, 9.773452, 2, 2.058113, 2, 2.274196, 2, 3.23621, 2, 2.204933, 89.67534, 60.88529, 77.18485, 57.58395, 1, 1
11210, 8, 7337, 10.15063, 2, 1.586906, 2, 1.386406, 2, 3.202354, 2, 3.974968, 36.5508, 98.4622, 35.84043, 90.60617, 1, 1
11211, 10, 12126, 12.2942, -1e+06, -1e+06, 5, 4.810585, 3, 3.294918, 2, 4.188698, -1e+06, 88.46386, 44.38549, 68.79191, 0, 1
11212, 14, 14297, 17.31305, 2, 1.725163, 2, 2.417068, 6, 9.021016, 4, 4.149804, 81.687, 10.181, 52.80437, 57.06998, 0, 1
11213, 7, 4724, 8.384302, 2, 1.704163, 2, 2.411732, 2, 2.392266, 1, 1.876141, 77.41306, 91.64066, 60.52544, 97.78036, 0, 1
11214, 8, 5997, 8.397117, 2, 2.372089, 2, 2.457374, 2, 1.661896, 2, 1.905758, 33.19069, 68.98094, 13.71008, 77.22795, 1, 1
11215, 5, 5414, 4.788701, 1, 2.213898, 2, 0.645928, 2, 1.928875, -1e+06, -1e+06, 103.95, 96.27875, 103.441, -1e+06, 1, 0
11216, 6, 1873, 10.71974, 1, 5.54216, 2, 1.415024, 2, 2.310028, 1, 1.45253, 103.5847, 81.73331, 102.8954, 68.82759, 1, 0
11217, 8, 9532, 6.429978, 2, 0.995266, 2, 1.575764, 2, 2.182358, 2, 1.67659, 77.06823, 39.85567, 83.93234, 40.61528, 1, 1
11218, 7, 9161, 2.666652, 2, 0.572597, 1, 1.407429, 2, -0.198975, 2, 0.885601, 39.52224, 35.21672, 38.6992, 29.04197, 1, 1
11219, 6, 6413, 2.832928, 2, 0.607468, -1e+06, -1e+06, 2, 1.158226, 2, 1.067234, 14.76968, -1e+06, 10.86916, 29.66454, 1, 1
11220, 9, 7752, 9.483391, 2, 1.429688, 2, 3.07796, 2, 0.546513, 3, 4.42923, 30.561, 38.53871, 14.71073, 7.90621, 1, 1
11221, 6, 6336, 7.922706, 1, 0.963463, 2, 2.488105, 2, 2.343197, 1, 2.127941, 82.92945, 87.06828, 59.0119, 87.78501, 1, 1
11222, 6, 12814, 6.526222, 2, 0.034523, 1, 3.032719, 2, 0.910263, 1, 2.548717, 66.74767, 89.23663, 40.31643, 86.3934, 1, 1
11223, 6, 3422, 9.861472, 2, 1.746002, 2, 1.94662, 1, 2.722057, 1, 3.446793, 72.35349, 36.41326, 79.88685, 49.82559, 1, 1
11224, 8, 4547, 6.765415, 2, 1.802341, 2, 1.960472, 2, 1.600163, 2, 1.402439, 99.40134, 37.61753, 95.69756, 42.93711, 1, 1
11225, 9, 15442, 5.267296, 2, 2.605675, 2, 0.406536, 3, 0.249749, 2, 2.005336, 49.12828, 71.65824, 21.13222, 86.32593, 1, 1
11226, 7, 11352, 9.568283, 2, 1.926544, 2, 3.849872, 1, 1.153679, 2, 2.638188, 14.98739, 91.00252, 29.65617, 102.0779, 1, 0
11227, 6, 9676, 8.112057, 1, -0.472713, 2, 2.692062, 2, 1.714775, 1, 4.177933, 88.02978, 0.8690135, 57.04793, 26.01147, 1, 0
11228, 7, 3173, 5.393931, 2, 1.211513, 1, 1.510681, 2, 1.005752, 2, 1.665985, 18.41418, 102.2494, 23.19843, 92.80988, 1, 1
11229, 4, 17009, -2.141731, 1, -0.508198, 1, -0.154461, 1, -0.560909, 1, -0.918163, 46.73139, 91.73492, 42.74822, 84.59585, 1, 1
11230, 7, 2665, 5.118144, 2, 0.380352, 1, 0.165142, 2, 1.982311, 2, 2.590339, 103.6068, 101.552, 95.58569, 95.29387, 1, 0
11231, 8, 4347, 4.10217, 1, -0.264969, 2, 1.369004, 2, 0.166977, 3, 2.831158, 14.30612, 2.143614, 14.03625, 12.23479, 0, 1
11232, 8, 5459, 5.048379, 2, 1.469471, 2, 1.451924, 2, 0.531498, 2, 1.595486, 43.69828, 19.10205, 40.77394, 27.48743, 1, 1
11233, 10, 20776, 12.27023, -1e+06, -1e+06, 2, 1.193935, 6, 8.446167, 2, 2.630131, -1e+06, 40.98555, 33.93623, 76.49265, 1, 1
11234, 5, 15742, 5.438865, -1e+06, -1e+06, 2, -0.287346, 2, 2.804386, 1, 2.921825, -1e+06, 51.50209, 90.21353, 59.4, 1, 1
11235, 11, 16407, 10.78523, 3, 2.311577, 3, 4.82764, 4, 3.323509, 1, 0.322502, 32.26326, 46.96734, 49.17463, 69.96093, 0, 1
11236, 6, 9669, 5.053921, 2, 0.534039, 1, 2.474346, 2, 0.717518, 1, 1.328018, 49.15303, 23.66977, 60.4723, 18.30002, 1, 1
11237, 5, 23152, -3.322125, -1e+06, -1e+06, 2, -1.637955, 1, -0.80867, 2, -0.8755, -1e+06, 25.245, 95.7, 0.7958503, 0, 0
11238, 7, 25579, 7.207554, 3, 0.805527, 1, 1.698151, 1, 2.255199, 2, 2.448677, 84.56341, 100.2864, 91.22016, 84.85559, 0, 1
11239, 4, 17002, -0.967117, 2, -2.136459, -1e+06, -1e+06, -1e+06, -1e+06, 2, 1.169342, 32.41941, -1e+06, -1e+06, 129.0666, 0, 0
11240, 6, 1704, 7.031507, 2, 1.32079, 1, 1.290707, 2, 2.692257, 1, 1.727753, 95.71512, 14.01543, 80.15633, 4.999589, 1, 1
11241, 7, 14194, 12.8246, 3, 2.330284, 2, 4.755874, 2, 5.738442, -1e+06, -1e+06, 62.91319, 17.38502, 62.17356, -1e+06, 1, 1
11242, 4, 38700, -2.597149, -1e+06, -1e+06, 2, -1.347355, 1, -0.527763, 1, -0.722031, -1e+06, 70.81894, 9.9, 57.75, 0, 1
11243, 7, 3715, 5.855831, 1, 0.893082, 2, 2.142414, 2, 1.127605, 2, 1.69273, 27.13483, 88.29492, 25.77103, 71.83251, 1, 1
11244, 8, 20282, 5.76498, 3, 1.667191, 2, 0.926162, 1, 1.236996, 2, 1.934631, 72.48709, 13.7757, 78.2969, 10.91699, 1, 1
11245, 8, 4244, 4.722359, 2, 1.138065, 2, 1.652683, 2, 0.093579, 2, 1.838032, 36.11876, 17.73696, 32.58217, 12.84474, 1, 1
11246, 7, 4095, 5.998477, 1, 1.275417, 2, 1.727604, 2, 1.480621, 2, 1.514835, 64.70689, 51.78669, 61.28975, 43.79749, 1, 1
11247, 8, 15753, 13.76512, 2, 4.477272, 2, 5.536518, 2, 2.591881, 2, 1.159447, 59.24875, 60.8675, 72.29091, 74.19132, 1, 1
11248, 7, 3261, 13.20312, 2, 3.343925, 2, 3.899308, 2, 2.616944, 1, 3.342941, 56.09916, 79.02072, 89.71951, 63.65335, 1, 1
11249, 14, 6925, 17.39522, 4, 3.429093, 3, 5.720722, 4, 4.417973, 3, 3.827427, 58.45, 38.47813, 54.6479, 59.38026, 0, 1
11250, 9, 21237, 8.210389, 2, 2.314075, 3, 0.59108, 2, 2.622063, 2, 2.683171, 0.08492321, 37.11986, 0.6310748, 80.58294, 1, 0
11251, 4, 2617, 6.531681, -1e+06, -1e+06, 2, 2.337795, 1, 2.410137, 1, 1.783749, -1e+06, 10.73607, 59.4, 23.1, 1, 1
11252, 6, 4156, 3.04525, 1, 0.93399, 2, 0.165947, 1, 1.151936, 2, 0.793377, 3.345405, 33.69753, 1.062594, 43.51043, 1, 1
11253, 4, 24394, -1.696743, 1, -1.336857, 1, -0.536072, -1e+06, -1e+06, 2, 0.176186, 84.15, 29.7, -1e+06, 32.23912, 0, 1
11254, 6, 6349, 11.05968, 1, 3.409618, 1, 1.998798, 2, 1.728581, 2, 3.922684, 51.13844, 32.5862, 27.14527, 33.18046, 1, 1
11255, 7, 5310, 9.064983, 2, 0.995464, 2, 5.056156, 2, 1.085751, 1, 1.927612, 46.89389, 10.08568, 54.75758, 15.70791, 1, 1
11256, 7, 3582, 3.508751, 2, 0.509831, 2, 1.499, 2, 0.271515, 1, 1.228405, 18.33249, 40.36077, 14.22672, 49.00774, 1, 1
11257, 8, 4697, 7.300564, 2, 1.097538, 2, 3.057114, 2, 1.211498, 2, 1.934414, 30.04547, 23.18901, 16.40872, 40.1224, 1, 1
11258, 8, 8780, 11.18492, 2, 6.471218, 1, 0.879551, 2, 3.016742, 3, 0.81741, 101.4691, 13.41294, 102.7595, 29.59485, 1, 0
11259, 7, 30744, 5.398243, 1, 2.19091, 2, 1.51997, 2, 0.844921, 2, 0.842442, 66.34734, 28.9341, 56.72802, 33.54088, 1, 1
11260, 4, 12627, 0.132392, -1e+06, -1e+06, 1, -0.393532, -1e+06, -1e+06, 3, 0.525924, -1e+06, 77.55, -1e+06, 70.34208, 1, 1
11261, 5, 9407, 1.109501, 2, -0.49374, -1e+06, -1e+06, 2, 0.132748, 1, 1.470493, 27.26627, -1e+06, 20.25061, 103.95, 1, 0
11262, 8, 5223, 4.329155, 2, 0.604343, 2, 1.772442, 2, 0.887115, 2, 1.065255, 16.43059, 53.65096, 14.73716, 68.68849, 1, 1
11263, 7, 5141, 7.38818, 1, 1.909767, 2, 1.151879, 2, 1.653148, 2, 2.673386, 45.56819, 92.10612, 37.24705, 99.24254, 1, 1
11264, 7, 8071, 5.275909, 2, 1.267479, 2, 0.252544, 2, 2.504093, 1, 1.251793, 32.42587, 57.54257, 22.9752, 59.01163, 1, 1
11265, 8, 14694, 8.627473, 2, 1.888142, 2, 3.12003, 2, 1.812313, 2, 1.806988, 74.70843, 100.0543, 55.94243, 79.9818, 1, 1
11266, 8, 7461, 11.51726, 2, 3.364502, 2, 2.979679, 2, 2.716572, 2, 2.456505, 62.07378, 53.22547, 88.32842, 50.9279, 1, 1
11267, 9, 15609, 14.16409, 1, 2.699074, 2, 5.86618, 3, 1.618066, 3, 3.980774, 35.89548, 32.52083, 9.599615, 79.9406, 0, 1
11268, 9, 32590, 3.287548, 2, 3.071624, 2, 2.897671, 5, -2.681747, -1e+06, -1e+06, 82.95917, 92.91467, 22.98548, -1e+06, 0, 1
11269, 5, 8450, 10.33644, 2, 6.618809, 1, 1.797089, 1, 1.451576, 1, 0.468971, 39.51528, 43.7423, 32.82604, 22.99091, 1, 1
11270, 9, 18376, 7.284024, 2, 1.637844, 2, 2.239918, 4, 0.058087, 1, 3.348175, 98.22602, 42.20541, 71.32549, 102.0034, 1, 1
11271, 4, 22046, 2.106545, -1e+06, -1e+06, 2, 2.486389, 2, -0.379844, -1e+06, -1e+06, -1e+06, 85.03899, 31.52708, -1e+06, 1, 1
11272, 11, 38016, 4.551327, 5, -2.350124, 2, 2.251255, 3, 0.769035, 1, 3.881161, 68.41495, 100.341, 66.74255, 86.78854, 1, 1
11273, 7, 2454, 12.51801, 2, 4.028068, 2, 3.79485, 2, 3.653996, 1, 1.041096, 102.4706, 86.98814, 60.99101, 93.4795, 1, 0
11274, 4, 28961, -2.070415, 1, -1.142223, 1, -0.246353, 1, -0.539341, 1, -0.142498, 40.18762, 91.2562, 84.13644, 94.87604, 1, 1
11275, 7, 2434, 5.229019, 2, 1.478214, 2, 0.994846, 2, 1.175175, 1, 1.580784, 30.32685, 71.2712, 25.2062, 75.64312, 1, 1
11276, 8, 4804, 7.379795, 2, 0.83321, 2, 3.452339, 2, 0.981907, 2, 2.112339, 65.70101, 60.27643, 68.68139, 56.04356, 1, 1
11277, 8, 22146, 11.13214, 4, 4.156613, 1, 3.14632, 2, 1.672096, 1, 2.157116, 40.97687, 20.62987, 68.77641, 33.5051, 0, 1
11278, 5, 3152, 8.144118, 1, 2.101688, 2, 3.840946, 2, 2.201484, -1e+06, -1e+06, 51.15, 89.86319, 74.34156, -1e+06, 1, 1
11279, 6, 6524, 10.98354, -1e+06, -1e+06, 2, 2.923031, 2, 3.812507, 2, 4.248002, -1e+06, 68.91767, 73.17058, 56.69662, 1, 1
11280, 8, 6092, 9.167771, 2, 1.543507, 2, 2.7057, 2, 3.177837, 2, 1.740727, 67.19389, 82.02483, 76.73422, 102.4232, 1, 0
11281, 7, 5136, 7.67329, 2, 1.778092, 2, 2.070694, 1, 1.929073, 2, 1.895431, 79.45959, 66.47319, 89.55742, 58.80029, 1, 1
11282, 8, 5070, 10.34343, 3, 5.746006, 2, 3.389095, 2, 0.283626, 1, 0.924706, 22.26787, 78.53917, 31.60414, 76.4518, 1, 1
11283, 6, 5135, 8.329724, 1, 3.223396, 2, 1.507534, 1, 1.508034, 2, 2.09076, 39.94256, 17.15875, 57.31027, 35.06381, 1, 1
11284, 7, 8149, 9.666142, 1, 2.063858, 2, 2.653126, 2, 1.764736, 2, 3.184422, 64.31805, 53.10259, 81.32488, 22.75515, 1, 1
11285, 6, 3066, 8.799278, 2, 2.707749, 2, 4.176521, 2, 1.915008, -1e+06, -1e+06, 46.1608, 35.11823, 55.05131, -1e+06, 1, 1
11286, 5, 2829, 5.033985, 2, 0.611939, 1, 2.144077, 1, 1.156013, 1, 1.121956, 42.28643, 4.076513, 54.10551, 7.966083, 1, 1
11287, 7, 19530, 7.839031, 2, 2.312423, 1, 2.021355, 2, 0.90221, 2, 2.603043, 24.97634, 56.49351, 39.94551, 70.26174, 1, 1
11288, 7, 2496, 7.139233, 2, 2.016926, 2, 1.205796, 2, 2.316745, 1, 1.599766, 13.03765, 92.15642, 23.89732, 90.67918, 1, 1
11289, 7, 14709, 4.575596, 2, 0.705215, 1, 1.168243, 2, 1.025929, 2, 1.676209, 13.24969, 71.80651, 9.931126, 73.3811, 1, 1
11290, 6, 2492, 6.380264, 2, 2.512829, 1, 2.165596, 2, 0.757965, 1, 0.943874, 7.548064, 36.74433, 14.89099, 18.51001, 1, 1
11291, 10, 20899, 10.16398, 3, 0.891846, 3, 2.011276, 2, 4.002457, 2, 3.258396, 135.4191, -5.664771, 81.83393, 32.19834, 0, 1
11292, 6, 6896, 2.840608, 1, -0.759727, 1, 0.410679, 2, 1.27163, 2, 1.918026, 49.62666, 41.78084, 45.80377, 78.59537, 1, 1
11293, 8, 5001, 6.518158, 2, 1.237648, 2, 2.262401, 2, 1.603119, 2, 1.41499, 79.35222, 38.145, 79.8974, 29.32191, 1, 1
11294, 8, 2884, 8.100745, 2, 1.654716, 2, 2.145649, 2, 2.191894, 2, 2.108486, 65.17384, 88.95106, 80.84048, 72.60508, 1, 1
11295, 8, 3814, 6.589229, 1, 1.248367, 3, 1.380893, 2, 1.60051, 2, 2.359459, 45.67949, 54.6089, 46.70287, 37.39043, 0, 1
11296, 7, 3876, 8.805653, 2, 2.429176, 1, 2.206654, 2, 2.03011, 2, 2.139713, 56.49284, 75.83586, 64.69988, 61.8181, 1, 1
11297, 6, 4792, 12.5784, 2, 6.16983, 1, 1.745708, 2, 1.648552, 1, 3.014313, 103.349, 14.73608, 78.58999, -0.7742066, 1, 0
11298, 7, 9684, 7.937327, 3, -0.846997, 1, 3.277607, 2, 1.764705, 1, 3.742012, 27.44351, 21.28048, 25.55214, 31.36795, 0, 1
11299, 12, 24283, 10.39705, 4, 2.947678, 3, 2.616695, 2, 3.714741, 3, 1.117935, 9.768427, 91.2945, 18.64203, 88.36695, 0, 1
11300, 10, 16791, 12.70909, 2, 1.573116, 3, 6.20332, 3, 2.00449, 2, 2.928165, 43.23912, 68.50888, 31.99643, 78.32679, 0, 1
11301, 8, 5281, 2.909267, 2, 0.847374, 2, 0.600891, 2, 0.87865, 2, 0.582352, 1.198824, 33.091, 5.071071, 37.95126, 1, 0
11302, 9, 23154, 3.529254, 2, 0.724926, 2, 1.959953, 3, -0.639367, 2, 1.483742, 38.08005, 88.65968, 28.63907, 91.28052, 1, 1
11303, 6, 23845, 3.612866, 3, 0.392406, 1, 1.567101, 2, 1.653359, -1e+06, -1e+06, 16.62197, 51.15, 2.18424, -1e+06, 1, 1
11304, 9, 6441, 10.66243, 2, 1.968719, 2, 1.679638, 2, 1.614247, 3, 5.39983, 53.64341, 80.96104, 21.86964, 96.12741, 0, 1
11305, 8, 2725, 13.15905, 2, 2.857926, 2, 3.891785, 2, 3.219895, 2, 3.189446, 4.558134, 82.83235, 15.19013, 77.71404, 1, 1
11306, 6, 6239, 6.521946, 1, -0.220528, 2, 2.001587, 1, 2.478836, 2, 2.262051, 67.82628, 52.19168, 91.26057, 47.75306, 1, 1
11307, 7, 2925, 14.40561, 2, 4.535229, 2, 5.201088, 2, 2.194378, 1, 2.474911, 32.22237, 84.00375, 16.89134, 83.51703, 1, 1
11308, 6, 2573, 7.979153, 1, 0.36768, 2, 1.828724, 1, 1.982952, 2, 3.799797, 78.17326, 69.8984, 51.94715, 62.60364, 1, 1
11309, 8, 12401, 10.62652, 2, 3.078842, 2, 1.771908, 2, 3.296283, 2, 2.479489, 61.61963, 85.77487, 76.95657, 63.82107, 1, 1
11310, 8, 10338, 12.29364, 1, 2.358456, 2, 1.002636, 4, 6.658363, 1, 2.274189, 74.17532, 66.84032, 98.29966, 62.00134, 0, 0
11311, 7, 1806, 6.788796, 2, 2.514153, 2, 1.88911, 2, 0.548653, 1, 1.83688, 55.05536, 94.54965, 51.23686, 103.5539, 1, 0
11312, 8, 6514, 6.214115, 2, 1.289063, 2, 2.382839, 2, 1.501053, 2, 1.04116, 76.1509, 62.56844, 67.84515, 48.08556, 1, 1
11313, 6, 4274, 7.604285, 2, 3.009647, 2, 1.556427, 1, 2.559917, 1, 0.478294, 85.96298, 70.77632, 79.66597, 54.34578, 1, 1
11314, 7, 9178, 3.161181, 2, 1.597904, 2, 0.599044, 2, 1.524891, 1, -0.560658, 76.25595, 12.28532, 70.72844, 21.01859, 1, 1
11315, 5, 4137, 8.915244, 2, 1.151512, 1, 2.216373, 1, 3.256912, 1, 2.290447, 55.24311, 66.99864, 54.74905, 46.74999, 1, 1
11316, 6, 13215, 4.861285, 1, 0.980003, 1, 1.672985, 2, 0.851665, 2, 1.356632, 58.57688, 22.80788, 51.55337, 21.78762, 1, 1
11317, 8, 14793, 5.870959, 2, 0.842498, 2, 2.045822, 2, 2.055557, 2, 0.927082, 37.57825, 33.633, 20.95819, 48.50479, 1, 1
11318, 7, 5818, 4.831962, 2, 0.708877, 2, 0.724171, 1, 1.020111, 2, 2.378803, 38.65131, 68.60658, 46.76281, 62.15091, 1, 1
11319, 7, 3224, 9.483809, 1, 2.499828, 2, 2.042652, 2, 1.497154, 2, 3.444175, 39.36862, 53.96036, 12.96947, 51.57141, 1, 1
11320, 7, 3149, 11.46068, 2, 2.341797, 2, 2.608905, 1, 2.672897, 2, 3.837082, 91.03586, 94.70636, 78.88403, 63.13122, 1, 1
11321, 5, 5181, 7.321655, -1e+06, -1e+06, 2, 3.186836, 2, 1.805237, 1, 2.329582, -1e+06, 0.5537544, 46.10986, 31.35, 1, 0
11322, 7, 5734, 18.62691, 2, 4.903504, 2, 5.048935, 1, 4.920982, 2, 3.753487, 84.57887, 10.0034, 75.62367, 54.89535, 1, 1
11323, 8, 35858, 7.813949, 1, -0.747082, 5, 8.547191, -1e+06, -1e+06, 2, 0.01384, 89.1, 64.25887, -1e+06, -20.33887, 0, 1
11324, 4, 13423, -2.601597, 1, -1.317432, 1, -0.319855, -1e+06, -1e+06, 2, -0.96431, 92.4, 9.9, -1e+06, 51.54516, 1, 1
11325, 6, 23144, 3.469096, 1, -1.694077, 1, 1.25436, 2, 2.029178, 2, 1.879635, 89.45984, 73.09821, 48.94252, 72.53879, 1, 1
11326, 4, 2163, 6.685734, 1, 1.80595, 1, 1.745514, 1, 2.049301, 1, 1.084969, 99.69717, 9.036176, 91.28808, 8.224998, 1, 1
11327, 8, 4268, 9.327523, 2, 1.222382, 2, 2.579686, 2, 2.526596, 2, 2.998859, 65.3977, 82.85455, 69.76566, 101.0932, 1, 1
11328, 5, 3182, 9.384812, 1, 2.605694, 1, 0.957508, 2, 4.377598, 1, 1.444012, 104.4844, 57.28013, 100.8365, 82.6887, 1, 0
11329, 6, 4179, 5.025277, 2, 1.416153, 1, 1.435921, 2, 0.745865, 1, 1.427338, 21.91583, 37.63852, 14.76678, 24.6307, 1, 1
11330, 8, 4332, 5.772939, 2, 1.227437, 2, 1.275563, 2, 0.950946, 2, 2.318993, 35.17976, 23.22064, 37.51596, 18.16826, 1, 1
11331, 9, 38673, 9.583942, 3, 0.754528, 2, 2.039943, 2, 5.649594, 2, 1.139877, 139.9568, 28.61366, 81.65605, 49.14929, 0, 1
11332, 7, 2860, 7.039276, 2, 3.471535, 2, 1.208275, 1, 1.392853, 2, 0.966613, 56.64426, 53.89779, 55.86255, 43.02735, 1, 1
11333, 6, 1705, 3.045914, 2, 0.692322, 2, 2.214093, 2, 0.139499, -1e+06, -1e+06, 37.54171, 77.77057, 31.56147, -1e+06, 1, 1
11334, 9, 14902, 23.98792, 2, 7.611035, 2, 5.824325, 3, 3.934731, 2, 6.617825, 82.33946, 33.00366, 54.55574, 44.09792, 1, 1
11335, 8, 1675, 3.349545, 2, 0.918003, 2, 0.667717, 2, 0.534462, 2, 1.229363, 31.26111, 12.99552, 35.20602, 5.061693, 1, 1
11336, 6, 5703, 4.158271, 2, 0.481353, 1, 1.67812, 2, 0.679245, 1, 1.319553, 95.78179, 10.72753, 94.25588, 12.41694, 1, 1
11337, 7, 4029, 9.360256, 2, 2.399826, 2, 2.3432, 1, 1.970589, 2, 2.646641, 16.50446, 66.12297, 22.01246, 79.96863, 1, 1
11338, 8, 4586, 10.02895, 2, 2.158779, 2, 2.078079, 2, 2.594559, 2, 3.197533, 59.04337, 84.9662, 74.02584, 85.13022, 1, 1
11339, 4, 14111, -2.417571, 1, -1.686649, 1, 0.706074, 1, -0.901321, 1, -0.535675, 44.46454, 45.10191, 33.06519, 45.86157, 1, 1
11340, 6, 21942, 15.56658, 1, 5.631985, 1, 4.744751, 2, 2.960548, 2, 2.229298, 42.14162, 66.22312, 45.22354, 56.92354, 1, 1
11341, 8, 22176, 2.183864, 6, 2.832358, -1e+06, -1e+06, 2, -0.648494, -1e+06, -1e+06, 35.32054, -1e+06, 49.01673, -1e+06, 0, 1
11342, 4, 18403, -1.169361, -1e+06, -1e+06, 2, -0.806316, -1e+06, -1e+06, 2, -0.363045, -1e+06, 52.61065, -1e+06, 89.86864, 1, 1
11343, 5, 3832, 7.227798, 1, 2.266254, 2, 2.349777, 1, 0.561192, 1, 2.050575, 87.83144, 19.8344, 64.38687, 11.61639, 1, 1
11344, 9, 18936, 10.9033, 3, 1.972954, 2, 3.656128, 2, 2.038135, 2, 3.23608, 19.72265, 43.52607, 55.46426, 74.35256, 0, 1
11345, 7, 9363, 6.612431, 4, 2.485921, 1, 0.608543, 2, 3.517967, -1e+06, -1e+06, 47.28292, 24.75, 98.62876, -1e+06, 1, 1
11346, 9, 2283, 11.0347, 2, 1.307907, 1, 2.391148, 4, 5.420749, 2, 1.914894, 39.37247, 89.95167, 47.75147, 83.06302, 1, 1
11347, 6, 1850, 13.13284, 2, 3.912517, 2, 5.448452, 2, 3.77187, -1e+06, -1e+06, 81.8871, 65.10522, 91.48243, -1e+06, 1, 1
11348, 7, 3751, 5.218772, 1, 1.632931, 2, 1.038875, 2, 0.616066, 2, 1.9309, 48.40161, 33.9055, 39.60342, 31.68968, 1, 1
11349, 8, 5503, 11.42081, 2, 6.664768, 2, 1.344853, 2, 2.395004, 2, 1.01619, 87.87907, 63.84291, 97.29712, 48.73845, 1, 1
11350, 5, 2233, 6.175777, 2, 1.815357, -1e+06, -1e+06, 2, 1.509491, 1, 2.850929, 3.120054, -1e+06, 15.30518, 61.05, 1, 1
11351, 7, 7167, 5.92525, 2, 1.658924, 2, 0.628357, 1, 1.682796, 2, 1.955173, 77.11048, 11.97103, 65.84501, 1.626064, 1, 1
11352, 6, 5073, 5.719383, 2, 2.906578, 1, 1.44519, 1, 0.078308, 2, 1.289307, 86.05516, 55.15295, 85.35334, 59.31818, 1, 1
11353, 7, 4308, 6.327575, 2, 0.100433, 2, 1.81036, 1, 1.733505, 2, 2.683277, 103.006, 76.14856, 98.36103, 80.54277, 1, 0
11354, 8, 5746, 10.33977, 2, 2.970513, 2, 3.87664, 2, 1.281772, 2, 2.210842, 32.24451, 40.84684, 44.44625, 39.96228, 1, 1
11355, 10, 20234, 11.38371, 3, 3.851151, 2, 2.171192, 2, 2.298806, 3, 3.062565, 99.27482, 82.76352, 84.64784, 62.11328, 1, 1
11356, 6, 8016, 3.117699, 1, -1.199291, 2, -0.040462, 1, 1.665588, 2, 2.691864, 41.20577, 45.94774, 27.55792, 44.20892, 0, 1
11357, 7, 5925, 4.544473, 2, 0.837727, 2, 1.333252, 1, 1.811001, 2, 0.562493, 99.89152, 28.99679, 100.0036, 34.57602, 1, 1
11358, 7, 5995, 9.418961, 1, 3.142502, 2, 1.381256, 2, 2.656372, 2, 2.238831, 87.64634, 26.53779, 76.71562, 27.24663, 1, 1
11359, 8, 17661, 6.193091, 2, 3.282562, 2, -0.932362, 2, 2.004326, 2, 1.838565, 102.0526, 45.24692, 89.08785, 28.77344, 0, 0
