Event Number, Hits, Delta t, QDC, Layer 1 Hits, Layer 1 QDC, Layer 2 Hits, Layer 2 QDC, Layer 3 Hits, Layer 3 QDC, Layer 4 Hits, Layer 4 QDC, x1 (cm), y1 (cm), x2 (cm), y2 (cm), Adjacent Cut, Edge Cut
7033, 7, 3348, 8.931594, 1, 2.787746, 2, 1.314228, 2, 3.319324, 2, 1.510296, 93.61429, 71.96693, 93.01509, 44.16785, 1, 1
7034, 6, 5132, 4.813225, 2, 1.688946, 2, 1.738701, -1e+06, -1e+06, 2, 1.385578, 94.34473, 22.42969, -1e+06, 26.15712, 1, 1
7035, 7, 4509, 10.58878, 3, 4.268223, 1, 2.408134, 2, 3.405274, 1, 0.507153, 91.51705, 2.199592, 85.24424, 10.13912, 1, 1
7036, 6, 8484, 7.134202, 1, 1.751862, 2, 1.733799, 1, 2.010735, 2, 1.637806, 35.4838, 53.36529, 56.00789, 51.94921, 1, 1
7037, 4, 4621, -3.194252, 2, -1.750053, -1e+06, -1e+06, 2, -1.444199, -1e+06, -1e+06, 79.17559, -1e+06, 60.05617, -1e+06, 0, 1
7038, 10, 8255, 15.70883, 2, 3.187191, 3, 4.409985, 2, 2.420819, 3, 5.69083, 60.35411, 70.426, 19.92688, 72.585, 0, 1
7039, 4, 21305, -2.371712, 1, -0.21032, -1e+06, -1e+06, 2, -1.543487, 1, -0.617905, 75.9, -1e+06, 51.02068, 82.5, 0, 1
7040, 8, 16973, 7.59167, 2, 1.900707, 2, 1.385063, 2, 1.375789, 2, 2.930111, 61.27459, 100.3083, 57.41918, 80.58244, 1, 1
7041, 4, 5881, -2.749309, 2, -1.600529, -1e+06, -1e+06, -1e+06, -1e+06, 2, -1.14878, 28.4845, -1e+06, -1e+06, 38.37287, 0, 1
7042, 8, 9294, 6.695676, 2, 1.309311, 2, 1.945675, 2, 1.343022, 2, 2.097668, 59.29141, 31.65011, 66.62752, 51.46177, 1, 1
7043, 7, 5995, 7.926098, 1, 2.438381, 2, 2.62928, 2, 0.870503, 2, 1.987934, 33.22141, 46.02811, 44.25872, 44.18564, 1, 1
7044, 7, 17467, 7.240321, 2, 3.865368, 1, 2.744884, 4, 0.630069, -1e+06, -1e+06, 88.22369, 41.25, 121.0521, -1e+06, 0, 0
7045, 5, 8870, -3.091144, -1e+06, -1e+06, 2, -0.312626, -1e+06, -1e+06, 3, -2.778518, -1e+06, 47.60892, -1e+06, 49.43216, 0, 1
7046, 11, 3718, 13.17619, 2, 3.515811, 4, 4.344472, 3, 3.649047, 2, 1.666863, 84.30311, 32.09096, 92.48697, 7.482723, 0, 1
7047, 6, 27291, 6.688919, 2, 0.675366, 1, 2.389858, 2, 1.532707, 1, 2.090988, 93.27017, 45.37858, 89.69633, 48.19965, 1, 1
7048, 6, 7234, 7.722771, 1, 1.737621, 2, 2.030434, 1, 1.033615, 2, 2.921101, 29.17365, 40.14863, 40.1751, 43.1088, 1, 1
7049, 8, 3191, 6.794463, 2, 1.519088, 2, 0.961319, 2, 2.176075, 2, 2.137981, 52.74394, 57.37376, 64.76526, 46.32762, 1, 1
7050, 7, 2206, 4.26382, 2, 0.643963, 2, 1.669148, 2, 0.618621, 1, 1.332088, 32.22877, 72.46864, 41.78864, 66.96655, 1, 1
7051, 8, 19796, 8.003655, 2, 2.90918, 2, 2.134762, 2, 0.841454, 2, 2.118259, 18.83367, 70.32703, 21.58104, 42.99033, 1, 1
7052, 6, 2756, 7.853733, 1, 1.01561, 1, 1.849689, 2, 1.722935, 2, 3.265499, 62.05172, 55.70292, 53.24972, 64.49337, 1, 1
7053, 8, 8879, 8.627968, 2, 1.969692, 2, 3.920643, 2, 1.225975, 2, 1.511658, 26.30835, 40.85594, 32.53725, 69.7249, 1, 1
7054, 8, 10115, 8.501404, 2, 3.425396, 2, 2.141041, 2, 1.757672, 2, 1.177295, 90.37157, 27.96935, 79.96739, 21.30488, 1, 1
7055, 8, 20516, 5.70737, 2, 1.362781, 2, 1.388851, 2, 1.435402, 2, 1.520336, 25.39533, 71.45666, 42.28168, 63.04631, 1, 1
7056, 8, 17543, 7.217432, 3, 2.701089, 2, 2.002659, 2, 2.186703, 1, 0.326981, 74.44571, 25.96787, 80.67645, 29.2413, 1, 1
7057, 8, 27502, 7.431366, 3, -0.813748, 2, 2.19352, 2, 2.986698, 1, 3.064896, 69.29149, 96.12774, 55.18057, 101.3626, 0, 1
7058, 9, 20689, 5.347549, 4, 0.384021, 2, 1.347714, 2, 3.261646, 1, 0.354168, 76.15424, 101.4001, 100.1086, 103.8377, 1, 0
7059, 7, 2381, 5.8106, 1, 1.007648, 2, 2.367863, 2, 1.015617, 2, 1.419472, 13.98741, 92.50983, 18.0641, 102.8155, 1, 0
7060, 9, 36817, 2.658359, 2, 1.244762, 2, 1.080479, 2, -0.232182, 3, 0.5653, 39.14715, 31.28009, 27.16025, 11.73464, 0, 1
7061, 6, 7893, 8.170569, 1, 1.039532, 2, 4.055118, 1, 1.389282, 2, 1.686637, 62.49024, 58.19168, 69.96209, 40.80239, 1, 1
7062, 5, 7859, 8.536285, 1, 2.486, 1, 2.432926, 2, 2.044731, 1, 1.572628, 96.41944, 78.77043, 98.75458, 71.44139, 1, 1
7063, 6, 15744, 11.43436, 1, -1.101982, -1e+06, -1e+06, 3, 5.155846, 2, 7.380501, 8.25, -1e+06, 85.06447, 85.15257, 0, 1
7064, 7, 2811, 6.992386, 2, 2.427891, 1, 1.708923, 2, 1.387814, 2, 1.467758, 75.05143, 71.09181, 67.52839, 72.06633, 1, 1
7065, 7, 14426, 6.372092, -1e+06, -1e+06, 2, 0.130817, 3, 3.681041, 2, 2.560234, -1e+06, -58.4079, 9.842516, 45.36608, 0, 1
7066, 6, 7398, 3.792363, -1e+06, -1e+06, 2, 0.695896, 2, 1.425503, 2, 1.670964, -1e+06, 4.856567, 26.10349, 8.318639, 1, 1
7067, 8, 7292, 8.083492, 3, 3.208096, 2, 2.18222, 2, 1.553402, 1, 1.139774, 10.85158, 19.70994, 11.5829, 18.96278, 1, 1
7068, 10, 16428, 11.10812, 3, 6.833954, 2, 2.006485, 3, 0.82053, 2, 1.447155, 17.54397, 39.86904, -15.05456, 43.68283, 0, 1
7069, 7, 4300, 5.66029, 2, 0.260811, 2, 1.935688, 2, 1.565998, 1, 1.897793, 27.65519, 20.74451, 23.92819, 36.58565, 1, 1
7070, 8, 26233, 7.483013, 2, 1.516262, 2, 2.770267, 2, 1.602619, 2, 1.593865, 17.6521, 40.4644, 8.887634, 13.96264, 1, 1
7071, 8, 6612, 7.163719, 2, 1.550114, 2, 0.728244, 2, 1.599114, 2, 3.286247, 18.10949, 63.49527, 7.396011, 59.2836, 1, 1
7072, 9, 19143, 2.460653, 3, 1.243413, 2, 3.220501, 4, -2.003261, -1e+06, -1e+06, 72.51329, 103.9548, 32.99374, -1e+06, 0, 0
7073, 7, 4948, 5.8601, 2, 1.370426, 1, 1.98988, 2, 0.342091, 2, 2.157703, 21.77215, 51.97947, 27.68077, 56.74425, 1, 1
7074, 7, 13374, 12.72904, 2, 2.751015, 1, 2.537239, 2, 2.748646, 2, 4.692139, 76.02041, 75.77677, 65.15911, 103.2831, 1, 0
7075, 9, 16903, 11.09859, 4, 4.538822, 1, 2.532627, 2, 1.172371, 2, 2.854771, 17.08122, 59.95094, 36.56228, 65.77287, 0, 1
7076, 7, 3235, 5.723287, 2, 1.005551, 1, 1.333572, 2, 1.73293, 2, 1.651234, 69.97406, 100.1321, 73.26845, 95.62648, 1, 1
7077, 10, 6228, 25.29686, 3, 11.53288, 2, 5.041637, 2, 7.429798, 3, 1.292545, 69.41056, 47.87345, 93.50724, 88.67426, 0, 1
7078, 9, 4339, 8.388193, 2, 3.028904, 3, 3.071755, 1, 1.25816, 3, 1.029374, 28.64658, 79.11373, 33.606, 35.33631, 0, 1
7079, 7, 7106, 8.949309, 2, 1.899124, 2, 3.095825, 2, 2.373851, 1, 1.580509, 61.39626, 28.12438, 46.74593, 22.90218, 1, 1
7080, 6, 16950, 4.461319, -1e+06, -1e+06, 2, -2.065773, 2, 3.003758, 2, 3.523334, -1e+06, 57.76255, 92.88446, 59.23022, 0, 1
7081, 7, 17881, 5.481515, 1, 1.544434, 2, 1.10957, 2, 0.876423, 2, 1.951088, 39.49123, 50.12999, 39.65507, 57.03625, 0, 1
7082, 6, 3226, 6.361233, 2, 1.251789, 2, 1.919457, 1, 1.98735, 1, 1.202637, 29.10625, 45.39058, 16.11293, 31.45213, 1, 1
7083, 12, 9028, 11.38986, 3, 2.80835, 4, 2.98312, 2, 1.363038, 3, 4.235351, 59.22693, 34.81924, 8.654728, 33.19023, 0, 1
7084, 10, 4950, 5.765953, 1, 0.889565, 4, 1.027126, 3, 2.366001, 2, 1.483261, 8.018998, 58.03386, 6.573743, 55.81671, 0, 1
7085, 7, 32598, 4.390673, 2, 1.427745, 1, 2.333752, 3, 0.149913, 1, 0.479263, 19.6121, 4.42469, 11.86888, 0.0425498, 1, 0
7086, 15, 11618, 13.76909, 5, 3.227146, 5, 6.430408, 3, 2.675675, 2, 1.435856, 77.58236, 72.03035, 53.26218, 91.47778, 0, 1
7087, 9, 17438, 14.51341, 2, 4.036064, 3, 3.866887, 2, 2.70263, 2, 3.907833, 75.04868, 73.9153, 31.53241, 103.9185, 1, 0
7088, 9, 26858, 10.33825, 3, 2.565101, 2, 0.807251, 2, 2.641095, 2, 4.324798, 74.65043, 57.71702, 58.01123, 88.78058, 1, 1
7089, 6, 4801, 4.990229, 2, 1.295589, 2, 2.438514, 1, 0.165508, 1, 1.090618, 47.02366, 96.64244, 39.90597, 104.1834, 1, 0
7090, 7, 10901, 7.004269, 2, 1.870552, 1, 1.989254, 2, 1.357712, 2, 1.786751, 96.27295, 68.46663, 91.17742, 58.90762, 1, 1
7091, 7, 4114, 10.5436, 2, 3.020248, 2, 2.001763, 1, 2.247856, 2, 3.273731, 76.24417, 73.46854, 50.43509, 85.80265, 1, 1
7092, 7, 3996, 4.115328, 2, 0.775577, 2, 0.351253, 2, 1.590637, 1, 1.397861, 38.45767, 28.12514, 33.12134, 30.53727, 1, 1
7093, 6, 26068, 2.381391, -1e+06, -1e+06, 2, -0.391128, 2, 0.719639, 2, 2.05288, -1e+06, 76.66001, 14.6358, 96.22053, 1, 1
7094, 8, 14183, 7.377952, 2, 2.089504, 2, 2.078232, 2, 1.596203, 2, 1.614013, 97.88022, 88.76729, 98.83864, 97.18053, 0, 1
7095, 6, 4006, 7.72681, 1, 2.05418, 2, 4.236622, 2, 1.349708, 1, 0.0863, 13.53464, 35.63445, 36.00415, 24.52284, 1, 1
7096, 7, 17865, 9.587109, 2, 1.975544, 2, 2.324757, 1, 3.017349, 2, 2.269459, 78.27016, 92.4655, 63.11168, 77.62478, 1, 1
7097, 6, 17452, 5.713024, -1e+06, -1e+06, 2, 3.374821, 3, 0.734474, 1, 1.603729, -1e+06, 10.54601, 56.84116, 37.95, 1, 1
7098, 8, 6352, 17.54583, 2, 5.11903, 2, 3.223839, 2, 3.212387, 2, 5.990578, 34.36094, 39.29461, 38.71726, 86.21518, 1, 1
7099, 8, 6136, 13.53886, 4, 7.082946, 2, 3.963402, 2, 2.492512, -1e+06, -1e+06, 40.90927, 50.47651, 4.10543, -1e+06, 0, 1
7100, 7, 27349, 6.706123, 2, 2.514408, 2, 1.164688, 1, 0.703293, 2, 2.323734, 14.73299, 41.24239, 41.94295, 36.33791, 0, 1
7101, 4, 23153, -2.922577, 1, -1.238327, 1, -0.65324, -1e+06, -1e+06, 2, -1.03101, 3.3, 18.15, -1e+06, 30.34557, 0, 1
7102, 8, 24454, 1.707646, 3, -0.82175, 2, 1.944229, 2, 0.795837, 1, -0.21067, 65.1433, 16.16205, 47.89853, 10.34703, 0, 1
7103, 5, 25537, 7.920625, 1, -1.228359, 1, 3.097092, 2, 3.333916, 1, 2.717976, 52.45618, 94.38522, 9.452918, 92.29096, 1, 1
7104, 8, 9059, 7.688198, 2, 1.525131, 2, 3.593437, 2, 0.780697, 2, 1.788933, 88.33469, 13.12849, 95.43348, 30.84267, 1, 1
7105, 6, 7337, 8.34314, 2, 2.134365, 2, 1.533944, 1, 1.470848, 1, 3.203983, 45.90753, 66.44671, 34.6251, 62.86352, 1, 1
7106, 6, 6209, 8.833823, 2, 2.350945, 2, 2.641593, 1, 2.058372, 1, 1.782913, 66.94056, 85.95169, 87.95996, 78.42072, 1, 1
7107, 6, 735, 5.37905, 1, 0.701824, 1, 2.023788, 2, 1.475559, 2, 1.177879, 8.505458, 90.76979, 2.489589, 89.81881, 1, 1
7108, 8, 6453, 12.42984, 2, 2.06477, 2, 2.335533, 2, 4.546143, 2, 3.483394, 48.86766, 49.17154, 62.57296, 76.55438, 1, 1
7109, 4, 19704, -1.997994, 1, -0.280285, 1, -0.211163, 2, -1.506546, -1e+06, -1e+06, 49.5, 64.35, 51.32483, -1e+06, 0, 1
7110, 7, 5215, 8.039691, 2, 1.883427, 2, 2.359653, 1, 1.594696, 2, 2.201915, 48.48063, 46.35088, 45.03897, 62.56235, 1, 1
7111, 8, 5065, 9.292496, 3, 3.920021, 1, 2.033665, 2, 2.044945, 2, 1.293865, 70.68059, 47.26759, 68.236, 32.67353, 1, 1
7112, 7, 6494, 6.330703, 2, 0.625007, 2, 2.236084, 2, 1.476246, 1, 1.993366, 79.03316, 16.70837, 83.49659, 30.21884, 1, 1
7113, 7, 4629, 15.56395, 1, 1.176601, 1, 5.75795, 3, 5.522919, 2, 3.10648, 52.78798, 1.440834, 63.42206, 23.22973, 0, 1
7114, 8, 3376, 6.610798, 2, 1.536629, 2, 2.822002, 2, 0.975895, 2, 1.276272, 39.96742, 35.17159, 46.21863, 35.16685, 1, 1
7115, 7, 7599, 12.96574, 3, 2.846196, 2, 7.874603, 2, 2.244942, -1e+06, -1e+06, 22.57881, 65.32398, 0.6254713, -1e+06, 1, 0
7116, 5, 6177, 2.05359, 2, -0.865932, 1, 1.216465, 1, 1.08223, 1, 0.620827, 34.34843, 101.8845, 26.43052, 104.3899, 1, 0
7117, 6, 1251, 7.640716, 1, 2.177612, 2, 2.74683, 2, 1.047558, 1, 1.668716, 49.95375, 34.72886, 28.64572, 32.84714, 1, 1
7118, 11, 21505, 15.53694, -1e+06, -1e+06, 5, 7.720974, 4, 4.057385, 2, 3.75858, -1e+06, 34.78305, 97.13632, 28.35702, 0, 1
7119, 4, 17276, 1.852744, -1e+06, -1e+06, 2, -0.775471, 2, 2.628215, -1e+06, -1e+06, -1e+06, 52.95283, 73.24778, -1e+06, 0, 1
7120, 6, 1845, 6.978047, 2, 1.554855, 2, 2.429699, 2, 2.993493, -1e+06, -1e+06, 42.78961, 17.75883, 1.264308, -1e+06, 1, 0
7121, 8, 4946, 4.965538, 2, 1.832821, 2, 0.422337, 2, 1.70372, 2, 1.00666, 61.80278, 26.68897, 61.89768, 26.95219, 1, 1
7122, 9, 18732, 12.92167, -1e+06, -1e+06, 5, 4.784462, 2, 3.821243, 2, 4.315968, -1e+06, 71.06208, 27.63597, 99.15837, 1, 1
7123, 8, 23452, 3.637665, 2, -0.217773, 2, 1.826114, 1, 1.365582, 3, 0.663742, 34.25957, 39.5813, 30.28692, 2.036628, 0, 1
7124, 7, 16840, 5.447114, 2, -1.568279, 1, -0.719906, 2, 4.283341, 2, 3.451958, 40.20425, 94.83798, 51.19032, 47.41951, 0, 1
7125, 9, 5746, 9.231333, 2, 4.15429, 2, 1.481865, 2, 0.887734, 3, 2.707444, 12.53103, 20.55027, 31.09119, 37.14852, 0, 1
7126, 7, 3271, 7.54724, 2, 3.545589, 2, 0.438148, 2, 1.978626, 1, 1.584877, 52.97308, 80.06274, 53.05399, 77.6706, 1, 1
7127, 6, 17641, -2.034157, 1, 0.018433, -1e+06, -1e+06, -1e+06, -1e+06, 5, -2.05259, 103.95, -1e+06, -1e+06, 40.88877, 0, 0
7128, 4, 23904, -1.415988, 1, -0.141487, 1, -0.587265, 2, -0.687236, -1e+06, -1e+06, 90.75, 9.9, 73.00737, -1e+06, 0, 1
7129, 8, 4354, 6.775604, 2, 1.806114, 2, 2.186497, 2, 0.757103, 2, 2.02589, 62.50711, 84.94051, 57.2008, 95.21395, 1, 1
7130, 16, 20247, 26.11073, 3, 6.340843, 4, 6.679691, 3, 6.55088, 6, 6.539313, 66.0621, 6.117686, 46.60652, 50.79772, 0, 0
7131, 6, 5035, 7.013053, 1, 1.518379, 2, 0.876194, 2, 2.065902, 1, 2.552578, 77.2222, 26.98311, 86.69825, 36.84844, 1, 1
7132, 7, 7371, 9.872571, -1e+06, -1e+06, 2, 3.068275, 2, 2.441197, 3, 4.363099, -1e+06, 98.38988, 81.74735, 101.8003, 0, 0
7133, 8, 18997, 11.15344, 1, 2.754303, 3, 2.642605, 2, 1.877205, 2, 3.879326, 7.014068, 61.01943, 31.00714, 86.33451, 1, 1
7134, 10, 8067, 14.31264, 2, 1.062382, 4, 4.028869, 2, 5.364574, 2, 3.85682, 31.41179, 74.13472, 11.02084, 96.91718, 0, 1
7135, 6, 19917, 17.94753, 3, 8.348411, 2, 5.666596, 1, 3.932522, -1e+06, -1e+06, 30.42854, 40.62313, 1.65, -1e+06, 1, 1
7136, 5, 3839, 5.337425, 1, 1.054928, 1, 2.03577, 1, 0.566227, 2, 1.6805, -0.04568908, 16.34265, 36.1291, 4.28656, 1, 0
7137, 9, 26556, 8.933342, 2, 2.17374, 2, 2.182087, 3, 1.534496, 2, 3.043019, 51.58929, 90.06083, 8.286837, 75.23544, 0, 1
7138, 4, 26453, -1.66111, 2, -1.46307, -1e+06, -1e+06, 2, -0.19804, -1e+06, -1e+06, 44.57558, -1e+06, 27.58724, -1e+06, 1, 1
7139, 9, 7179, 10.39259, 3, 2.863559, 2, 2.923749, 2, 2.052211, 2, 2.553074, 11.25266, 26.69826, 56.19875, 36.46743, 0, 1
7140, 8, 7732, 7.263107, 2, 1.640099, 2, 2.176403, 2, 1.25262, 2, 2.193985, 82.54446, 61.16162, 94.11715, 69.92341, 1, 1
7141, 9, 22899, 9.056176, 3, 1.770931, 2, 3.791138, 1, 0.767773, 3, 2.726334, 50.06672, 51.16515, 38.98436, 51.59477, 0, 1
7142, 6, 7284, 4.550267, 1, 0.005451, 2, 2.688397, 1, 0.176704, 2, 1.679715, -0.2898504, 63.49518, 22.54285, 51.10834, 1, 0
7143, 7, 5359, 10.26001, 2, 2.028824, 2, 3.290195, 3, 4.940991, -1e+06, -1e+06, 95.60098, 58.46063, 37.03789, -1e+06, 1, 1
7144, 6, 3239, 6.539074, 1, 0.496727, 2, 1.566665, 1, 2.633469, 2, 1.842213, 70.50723, 90.28176, 72.9675, 85.46026, 1, 1
7145, 7, 6425, 8.027817, 2, 1.32846, 2, 2.932148, 2, 1.319611, 1, 2.447598, 76.46796, 4.984702, 80.27806, 13.84493, 1, 1
7146, 8, 14517, 6.485248, 2, 2.004982, 2, 2.575481, 2, 0.461708, 2, 1.443077, 59.09547, 88.50514, 67.48699, 101.5631, 1, 1
7147, 7, 5363, 6.510758, 2, 2.553303, 2, 1.095745, 1, 0.938381, 2, 1.923329, 72.35596, 73.61397, 69.10062, 82.1819, 1, 1
7148, 9, 11845, 9.300458, 3, 2.732091, 2, 3.169628, 2, 1.837521, 2, 1.561218, 42.11635, 58.08948, 49.54863, 55.23159, 1, 1
7149, 7, 19277, 8.150524, 2, 3.773884, 1, 1.432178, 3, 0.531738, 1, 2.412724, 12.374, 98.37528, 15.25624, 101.7416, 1, 1
7150, 6, 4729, 3.591301, 2, 1.534694, 2, 0.721237, 2, 1.33537, -1e+06, -1e+06, 21.23217, 28.38879, 1.546307, -1e+06, 1, 0
7151, 8, 13238, 6.039688, 2, 0.189144, 2, 2.363727, 2, 0.740513, 2, 2.746304, 46.43296, 29.62403, 36.15046, 46.69435, 0, 1
7152, 7, 6263, 7.148415, 2, 2.213657, 2, 1.532021, 1, 1.977608, 2, 1.425129, 3.787674, 96.57, 13.36004, 93.41415, 1, 1
7153, 6, 2476, 5.405945, 2, 1.693176, 1, 1.431767, 2, 1.935177, 1, 0.345825, 59.22015, 44.33193, 61.72414, 35.64646, 1, 1
7154, 16, 22562, -11.08595, 9, -7.287356, 1, -0.443485, -1e+06, -1e+06, 6, -3.355104, 39.19819, 103.95, -1e+06, 56.55021, 0, 0
7155, 7, 34205, 5.776196, -1e+06, -1e+06, 6, 6.449799, 1, -0.673603, -1e+06, -1e+06, -1e+06, 84.98793, 56.1, -1e+06, 0, 1
7156, 9, 25628, 17.83544, 2, 4.22636, 3, 8.746491, 2, 2.726536, 2, 2.136055, 62.21573, 87.97485, 94.92743, 83.21562, 1, 1
7157, 9, 8720, 11.0691, 3, 1.44617, 2, 3.456879, 2, 2.937035, 2, 3.229016, 47.72567, 25.37761, 77.09993, 29.57961, 0, 1
7158, 7, 6343, 4.923435, 2, 1.79211, 1, 1.052025, 2, 1.097195, 2, 0.982105, 78.6403, 20.24929, 85.02524, 19.6518, 1, 1
7159, 7, 18066, 1.836011, 3, -0.978057, 1, 1.33036, 1, 0.891899, 2, 0.591809, 55.81692, 85.18974, 27.91386, 83.67723, 0, 1
7160, 7, 3295, 9.298066, 2, 2.800579, 3, 4.308278, 1, 0.385666, 1, 1.803543, 96.42585, 32.29562, 83.48457, 13.35907, 0, 1
7161, 7, 3491, 6.629269, 2, 1.473148, 1, 2.347935, 2, 0.680706, 2, 2.12748, 49.19449, 36.82092, 56.158, 45.88872, 1, 1
7162, 8, 2218, 5.021614, 2, 1.194729, 2, 0.735867, 2, 1.377796, 2, 1.713222, 27.19701, 79.77508, 20.36984, 79.78755, 1, 1
7163, 9, 19964, 3.235202, 2, 0.538967, 2, 1.730316, 3, 0.204582, 2, 0.761337, 51.0232, 35.39254, -125.8026, 43.59712, 0, 1
7164, 8, 3221, 5.987323, 2, 1.976864, 2, 1.029415, 2, 0.916004, 2, 2.06504, 46.7704, 24.75947, 42.23537, 3.07747, 1, 1
7165, 6, 9263, 6.577929, 1, 2.38887, 2, 0.948608, 1, 2.141872, 2, 1.098579, 15.59003, 50.7839, 8.946263, 57.16024, 1, 1
7166, 7, 3050, 5.948639, 2, 1.012806, 2, 1.612934, 2, 1.268425, 1, 2.054474, 42.41834, 29.52862, 60.40039, 38.58127, 1, 1
7167, 7, 10413, 5.123547, 2, 1.973206, 2, 1.417102, 2, 1.477265, 1, 0.255974, 99.97801, 23.69174, 102.252, 28.85065, 1, 1
7168, 8, 4837, 16.17065, 2, 3.71722, 2, 4.159279, 2, 5.105057, 2, 3.189098, 97.66761, 41.50024, 84.45159, 52.47278, 1, 1
7169, 6, 4540, 3.824933, 2, 1.273613, 2, 0.754105, 1, 1.000546, 1, 0.796669, 23.80332, 14.10516, 32.74213, 26.77812, 1, 1
7170, 6, 4032, 10.14007, 2, 3.141716, 2, 3.351146, 1, 1.577888, 1, 2.069321, 18.4265, 40.71925, 29.78324, 45.1158, 1, 1
7171, 8, 2767, 7.720401, 2, 2.609272, 2, 1.737133, 2, 1.970249, 2, 1.403747, 2.26478, 66.88394, 9.692632, 57.36199, 1, 1
7172, 6, 2763, 8.993057, -1e+06, -1e+06, 2, 3.247795, 2, 3.903572, 2, 1.84169, -1e+06, 37.40661, 90.00052, 50.6516, 1, 1
7173, 8, 10751, 10.86838, 2, 2.748821, 2, 2.186642, 3, 3.087849, 1, 2.84507, 74.78306, 55.0328, 83.70544, 57.47376, 0, 1
7174, 6, 3739, 11.67015, 1, 4.247616, 2, 2.982986, 2, 1.840728, 1, 2.59882, 10.13682, 31.72269, 22.59702, 9.555287, 1, 1
7175, 10, 9664, 18.43209, 1, 0.284294, 4, 8.05077, 2, 6.682254, 3, 3.414776, 91.24187, 95.39386, 97.71342, 2.32058, 1, 0
7176, 8, 5198, 4.69188, 2, 0.545323, 2, 1.297745, 2, 1.510276, 2, 1.338536, 8.791219, 12.73568, 1.503073, 15.41795, 1, 0
7177, 7, 5985, 6.005535, 2, 2.149704, 1, 0.458759, 2, 0.972431, 2, 2.424641, 60.74725, 20.7272, 67.08037, 27.01016, 1, 1
7178, 9, 34313, 6.53931, 2, 0.916649, 2, 2.248027, 3, 1.153298, 2, 2.221336, 29.05203, 37.87747, 12.45041, 15.12779, 0, 1
7179, 6, 3715, 6.138935, 1, 1.543903, 2, 1.835522, 1, 1.166794, 2, 1.592716, 69.24784, 41.89865, 71.27211, 33.59701, 1, 1
7180, 8, 27010, 7.9811, 1, 2.638943, 2, 2.516259, 2, 1.375088, 3, 1.45081, 91.6501, 83.64363, 96.441, 95.57134, 1, 1
7181, 7, 3817, 10.81155, 2, 2.394805, 2, 2.790981, 1, 2.327374, 2, 3.298386, 94.13771, 82.20372, 78.91221, 67.7735, 1, 1
7182, 8, 4243, 9.559529, 2, 1.564663, 2, 4.190144, 2, 1.656807, 2, 2.147915, 55.1344, 47.87218, 48.8125, 60.51635, 1, 1
7183, 9, 12150, 4.048447, 2, 1.55436, 2, 1.13451, 2, 1.571819, 3, -0.212242, 3.317562, 69.94089, 0.09443783, 29.0074, 1, 0
7184, 11, 14141, 6.733189, 4, 2.849534, 2, 2.293606, 2, 0.336796, 3, 1.253253, 47.94211, 15.80988, 44.98974, 6.139545, 0, 1
7185, 7, 4097, 11.80699, 2, 3.854843, 1, 3.576782, 2, 1.543346, 2, 2.832016, 74.6395, 49.32566, 81.19524, 61.94896, 1, 1
7186, 8, 2878, 6.159631, 2, 1.170841, 2, 1.572869, 2, 1.670033, 2, 1.745888, 6.949707, 92.04109, 18.97847, 75.89966, 1, 1
7187, 8, 11215, 3.441264, 4, 1.390891, 1, 1.522446, 2, 0.751316, 1, -0.223389, 47.89687, 29.56601, 2.014272, 35.88269, 0, 1
7188, 7, 3848, 7.730407, 2, 1.579891, 2, 1.483322, 1, 1.935154, 2, 2.73204, 56.99126, 53.64482, 71.54093, 36.73232, 1, 1
7189, 11, 17191, 4.217781, 4, -1.083694, 2, 3.248691, 2, 1.150539, 3, 0.902245, 23.22535, 3.841911, 43.24973, -24.01606, 0, 1
7190, 7, 4316, 6.232139, 1, 1.966885, 2, 2.146907, 2, 1.127006, 2, 0.991341, 73.70348, 77.94957, 80.10723, 72.24454, 1, 1
7191, 8, 14103, 7.633835, 2, 1.492626, 2, 1.818218, 2, 2.601433, 2, 1.721558, 80.54337, 85.59623, 86.97091, 91.15344, 1, 1
7192, 6, 6837, 11.47456, 1, 2.920341, 2, 2.276676, 1, 3.359001, 2, 2.918541, 58.80061, 47.25661, 84.85546, 43.75896, 1, 1
7193, 7, 6782, 10.35822, 2, 2.057965, 1, 2.343899, 2, 3.029056, 2, 2.927303, 78.06007, 69.11461, 84.48116, 95.97776, 1, 1
7194, 6, 25663, 3.064149, 2, 1.191254, 2, 1.031765, 1, 0.006779, 1, 0.834351, 67.40787, 86.84365, 75.30164, 81.11517, 1, 1
7195, 7, 3051, 7.862331, 2, 1.655349, 1, 1.961151, 2, 2.107598, 2, 2.138233, 86.84936, 83.45323, 95.55447, 85.3438, 1, 1
7196, 7, 2399, 5.342083, 1, 1.759602, 2, 1.950401, 2, 0.683052, 2, 0.949028, 33.00907, 45.95785, 29.22286, 53.92099, 1, 1
7197, 9, 17227, 6.650641, 3, 1.390636, 3, 2.992488, 2, 2.58255, 1, -0.315033, 62.34205, 58.26646, 64.58541, 68.71083, 1, 1
7198, 8, 4900, 6.282869, 2, 1.102162, 2, 2.119088, 2, 1.49622, 2, 1.565399, 38.47792, 19.39667, 55.7626, 15.82588, 1, 1
7199, 8, 7765, 1.94764, 2, 0.772362, 2, 0.556011, 2, 0.009453, 2, 0.609814, 9.510821, 19.51718, 16.16793, 11.55934, 1, 1
